Presence of JS,Presence of NS,Presence of internal JS,Number of JS,Number of NS,Number of external JS,Number of internal JS,Presence of image,Presence of iframe,Presence of links,Number of image,Number of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,Presence of World Traffic rank,Presence of Country Traffic rank,World Traffic rank,Country Traffic rank,presence of form,No of form,probability0,probability1,Output
1,1,1,10,1,0,10,1,0,1,13,0,0,155,0,0,0,18,2,0,1,0,0,0,0,0,2,2,33,13,0,0,2,0,0
1,1,1,12,2,0,12,1,1,1,6,2,0,90,0,0,0,19,2,0,1,0,0,0,0,0,2,2,608,327,1,2,2,0,0
1,1,1,5,1,0,5,1,0,1,26,0,0,595,0,0,0,24,2,0,2,0,0,0,0,0,2,2,11,8,1,1,2,0,0
1,1,1,22,32,0,22,1,1,1,64,2,0,153,0,0,0,14,2,0,1,0,0,0,0,0,2,2,283,52,1,2,2,0,0
1,1,1,5,1,0,5,1,0,1,26,0,0,140,0,0,0,29,2,0,2,0,0,0,0,0,2,2,1,1,1,1,2,0,0
1,0,1,30,0,0,30,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,2,2,152,91,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2,2,118,3,1,1,2,0,0
1,0,1,20,0,0,20,1,0,1,14,0,0,115,0,0,0,24,2,0,1,0,0,0,0,0,2,2,416,245,0,0,2,0,0
1,0,1,82,0,0,82,1,0,1,132,0,0,450,0,0,0,15,2,0,1,0,0,0,0,0,2,2,308,122,1,9,2,0,0
1,0,1,40,0,0,40,1,1,1,111,1,0,845,0,0,0,19,2,0,1,0,0,0,0,0,2,2,141,47,1,2,2,0,0
1,1,1,9,2,0,9,1,1,1,36,1,0,483,0,0,0,14,2,0,1,0,0,0,0,0,2,2,1134,1093,1,5,2,0,0
1,1,1,79,60,0,79,1,0,1,171,0,0,179,0,0,0,19,2,0,1,0,0,0,0,0,2,2,205,150,1,3,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,2,2,7436,3926,0,0,0,2,0
1,1,1,23,3,0,23,1,0,1,33,0,0,77,0,0,0,19,2,0,1,0,0,0,0,0,2,2,244,176,1,3,2,0,0
1,1,1,11,1,0,11,1,0,1,106,0,0,267,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1862,324,1,11,2,0,0
1,1,1,51,1,0,51,1,1,1,41,1,0,261,0,0,0,18,2,0,1,0,0,0,0,0,2,2,315,16,1,1,2,0,0
1,0,1,5,0,0,5,1,0,1,26,0,0,26,0,0,0,25,2,0,2,0,0,0,0,0,2,2,1,1,0,0,2,0,0
1,1,1,89,4,0,89,1,0,1,22,0,0,185,0,0,0,15,2,0,1,0,0,0,0,0,2,2,53,5,1,2,2,0,0
1,1,1,16,1,0,16,0,0,1,0,0,0,95,0,0,0,13,2,0,1,0,0,0,0,0,2,0,463371,0,0,0,2,0,0
1,1,1,13,2,0,13,1,0,1,27,0,0,392,0,0,0,27,2,0,1,0,0,0,0,0,2,2,214,87,1,1,2,0,0
1,0,1,8,0,0,8,1,1,1,7,1,0,30,0,0,0,16,2,0,1,0,0,0,0,0,2,2,17,14,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,20,2,0,2,0,0,0,0,0,2,2,163,5,1,1,2,0,0
1,1,1,56,2,0,56,1,1,1,113,1,0,368,0,0,0,19,2,0,1,0,0,0,0,0,2,2,154,149,1,3,2,0,0
1,1,1,5,1,0,5,1,1,1,52,1,0,86,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1516,2519,1,1,2,0,0
1,1,1,44,1,0,44,1,1,1,21,2,0,285,0,0,0,15,2,0,1,0,0,0,0,0,2,2,609,705,0,0,2,0,0
0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,0,0,19,2,0,1,0,0,0,0,0,2,2,55,30,0,0,0,2,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2,2,124,3,1,1,2,0,0
1,0,1,66,0,0,66,1,0,1,5,0,0,38,0,1,0,19,2,0,1,0,0,0,0,0,2,2,62,33,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2,2,77,3,1,1,2,0,0
1,0,1,9,0,0,9,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,2,2,31,18,0,0,2,0,0
1,0,1,8,0,0,8,1,0,1,1,0,0,48,0,0,0,16,2,0,1,0,0,0,0,0,2,2,28,12,1,1,2,0,0
1,1,1,19,1,0,19,1,1,1,2,1,1,448,0,0,0,18,2,0,1,0,0,0,0,0,2,2,462,13,0,0,2,0,0
1,1,1,16,49,0,16,1,0,1,139,0,0,474,0,0,0,16,2,0,1,0,0,0,0,0,2,2,155,98,1,1,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,2,2,306,271,0,0,0,2,0
1,0,1,3,0,0,3,1,0,1,11,0,0,62,0,0,0,19,2,0,1,0,0,0,0,0,2,2,2654,2368,0,0,2,0,0
1,0,1,21,0,0,21,1,0,1,3,0,0,290,0,0,0,15,2,0,1,0,0,0,0,0,2,2,342,147,1,1,2,0,0
1,1,1,16,2,0,16,1,1,1,71,1,0,346,0,0,0,20,2,0,2,0,0,0,0,0,2,2,1124,118,1,1,2,0,0
1,0,1,13,0,0,13,1,1,1,5,1,0,100,0,0,0,18,2,0,1,0,0,0,0,0,2,2,3356,2339,1,1,2,0,0
1,1,1,18,2,0,18,1,1,1,21,1,0,131,0,0,0,24,2,0,2,0,0,0,0,0,2,2,1,1,0,0,2,0,0
1,1,1,67,1,0,67,1,0,1,32,0,0,199,0,0,0,19,2,0,2,0,0,0,0,0,2,2,188,124,0,0,2,0,0
1,0,1,8,0,0,8,1,0,1,13,0,0,180,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1104,636,1,3,2,0,0
1,0,1,21,0,0,21,1,0,1,28,0,0,85,0,0,0,17,2,0,1,0,0,0,0,0,2,2,59815,16514,1,2,2,0,0
1,1,1,126,3,0,126,1,0,1,205,0,0,277,0,0,0,20,2,0,1,0,0,0,0,0,2,2,509,305,0,0,2,0,0
1,1,1,24,3,0,24,1,0,1,63,0,0,152,0,0,0,21,2,0,1,0,0,0,0,0,2,2,300,171,1,3,2,0,0
1,1,1,76,5,0,76,1,1,1,169,1,0,331,0,0,0,21,2,0,2,0,0,0,0,0,2,2,1503,1516,1,2,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,15,2,0,1,0,0,0,0,0,2,2,830,1230,0,0,0,2,0
1,1,1,17,6,0,17,1,1,1,41,1,0,161,0,1,0,17,2,0,1,0,0,0,0,0,2,2,8904,4569,1,3,2,0,0
1,0,1,7,0,0,7,1,0,1,3,0,0,242,0,0,0,15,2,0,1,0,0,0,0,0,0,2,0,7656,1,1,2,0,0
1,1,1,38,1,0,38,1,0,1,115,0,0,248,0,0,0,19,2,0,2,0,0,0,0,0,2,2,3131,3070,0,0,2,0,0
1,1,1,15,1,0,15,1,0,1,40,0,0,97,0,0,0,17,2,0,1,0,0,0,0,0,2,2,675,220,1,2,2,0,0
1,1,1,5,1,0,5,0,0,1,0,0,0,60,0,0,0,20,2,0,1,0,0,0,0,0,2,2,2017,12,0,0,2,0,0
1,0,1,15,0,0,15,1,0,1,28,0,0,56,0,0,0,16,2,0,1,0,0,0,0,0,2,2,9762,992,0,0,2,0,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,2,2,371,119,1,1,0,2,0
1,0,1,4,0,0,4,1,0,1,1,0,0,323,0,0,0,23,2,0,2,0,0,0,0,0,2,2,11,8,1,1,2,0,0
1,1,1,22,17,0,22,1,1,1,32,1,0,95,0,0,0,18,2,0,2,0,0,0,0,0,2,2,973,22,0,0,2,0,0
1,1,1,25,1,0,25,1,0,1,21,0,0,62,0,0,0,22,2,0,1,0,0,0,0,0,2,2,1267,554,0,0,2,0,0
1,1,1,39,10,0,39,1,0,1,10,0,0,75,0,1,0,17,2,0,1,0,0,0,0,0,2,2,885,762,0,0,2,0,0
1,0,1,2,0,0,2,0,0,1,0,0,0,5,0,0,0,16,2,0,1,0,0,0,0,0,2,2,31816,5050,0,0,0,2,0
1,0,1,10,0,0,10,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,2,2,975,163,0,0,0,2,0
1,0,1,24,0,0,24,1,0,1,46,0,0,85,0,0,0,14,2,0,1,0,0,0,0,0,2,2,949,44,1,1,2,0,0
1,1,1,11,3,0,11,1,1,1,67,1,0,393,0,0,0,22,2,0,2,0,0,0,0,0,2,2,16824,4303,1,1,2,0,0
1,0,1,28,0,0,28,1,0,1,120,0,0,170,0,0,0,22,2,0,1,0,0,0,0,0,2,2,260,24,1,2,2,0,0
1,1,1,35,48,0,35,1,1,1,104,1,0,111,0,0,0,19,2,0,1,0,0,0,0,0,2,2,7391,442,0,0,2,0,0
1,0,1,14,0,0,14,0,1,1,0,1,0,444,0,0,0,14,2,0,1,0,0,0,0,0,2,2,287,274,1,2,2,0,0
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1339,913,0,0,0,2,0
1,0,1,27,0,0,27,1,0,1,25,0,0,135,0,0,0,15,2,0,1,0,0,0,0,0,2,2,6344,530,1,2,2,0,0
1,1,1,10,1,0,10,0,1,1,0,1,0,11,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1814,243,0,0,2,0,0
1,1,1,104,3,0,104,1,1,1,40,1,0,195,0,0,0,14,2,0,1,0,0,0,0,0,2,2,380,20,1,12,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,2,2,594,211,0,0,0,2,0
1,1,1,23,2,0,23,1,0,1,10,0,0,211,0,0,0,27,2,0,1,0,0,0,0,0,2,2,684,425,1,1,2,0,0
1,1,1,10,5,0,10,1,1,1,1,2,0,58,0,0,0,19,2,0,2,0,0,0,0,0,2,2,35,3,1,1,2,0,0
1,1,1,14,1,0,14,1,1,1,1,1,0,29,0,0,0,19,2,0,1,0,0,0,0,0,2,2,82,49,0,0,2,0,0
1,0,1,8,0,0,8,0,0,1,0,0,0,89,0,0,0,14,2,0,1,0,0,0,0,0,2,2,601,698,0,0,2,0,0
1,1,1,117,1,0,117,1,0,1,91,0,0,229,0,0,0,17,2,0,1,0,0,0,0,0,2,2,243,4,1,2,2,0,0
0,0,0,0,0,0,0,1,0,1,25,0,0,119,0,0,0,15,2,0,1,0,0,0,0,0,2,2,8473,8614,0,0,2,0,0
1,1,1,23,1,0,23,1,0,1,17,0,0,129,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2093,1192,1,1,2,0,0
1,0,1,3,0,0,3,1,0,1,4,0,0,11,0,0,0,25,2,0,2,0,0,0,0,0,2,2,1,1,0,0,0,2,0
1,1,1,26,67,0,26,1,0,1,149,0,0,472,0,0,0,18,2,0,1,0,0,0,0,0,2,2,904,40,0,0,2,0,0
1,1,1,11,1,0,11,1,1,1,56,2,0,265,0,0,0,15,2,0,1,0,0,0,0,0,2,2,353,145,0,0,2,0,0
1,1,1,22,1,0,22,1,0,1,51,0,0,272,0,0,0,22,2,0,1,0,0,0,0,0,2,2,2787,2167,1,1,2,0,0
1,0,1,30,0,0,30,1,0,1,90,0,0,428,0,0,0,19,2,0,2,0,0,0,0,0,2,2,1009,17,1,2,2,0,0
1,1,1,8,2,0,8,1,0,1,32,0,0,203,0,0,0,25,2,0,1,0,0,0,0,0,2,2,45,16,1,1,2,0,0
1,0,1,22,0,0,22,0,0,1,0,0,0,22,0,0,0,17,2,0,1,0,0,0,0,0,2,2,335,97,1,2,2,0,0
1,0,1,19,0,0,19,1,0,1,36,0,0,220,0,0,0,16,2,0,1,0,0,0,0,0,2,2,337,224,0,0,2,0,0
1,1,1,25,1,0,25,1,1,1,36,1,0,170,0,0,0,16,2,0,1,0,0,0,0,0,2,2,700,416,1,1,2,0,0
1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,2,2,877,502,0,0,0,2,0
1,0,1,13,0,0,13,1,0,1,29,0,0,84,0,0,0,20,2,0,1,0,0,0,0,0,2,2,2377,704,1,1,2,0,0
1,0,1,14,0,0,14,1,0,1,5,0,0,17,0,1,0,19,2,0,1,0,0,0,0,0,2,2,19,11,1,2,2,0,0
1,0,1,21,0,0,21,1,1,1,70,1,0,330,0,0,0,16,2,0,1,0,0,0,0,0,2,2,2706,1237,1,1,2,0,0
1,0,1,16,0,0,16,0,0,0,0,0,0,0,0,0,0,23,2,0,1,0,0,0,0,0,2,2,3657,1377,0,0,2,0,0
1,1,1,13,2,0,13,0,0,1,0,0,0,9,0,0,0,22,2,0,1,0,0,0,0,0,2,2,117,78,0,0,2,0,0
1,1,1,41,1,0,41,1,0,1,24,0,0,135,0,0,0,29,2,0,1,0,0,0,0,0,2,2,2970,1051,1,2,2,0,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,18,2,0,1,0,0,0,0,0,2,2,641,196,1,1,0,2,0
1,0,1,4,0,0,4,1,0,1,14,0,0,90,0,0,0,22,2,0,2,0,0,0,0,0,2,2,8683,1286,0,0,2,0,0
1,1,1,16,2,0,16,1,1,1,13,1,0,185,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1150,1943,1,1,2,0,0
1,1,1,11,1,0,11,1,0,1,10,0,0,224,0,0,0,22,2,0,1,0,0,0,0,0,2,2,37263,28111,1,2,2,0,0
1,0,1,14,0,0,14,1,0,1,37,0,0,98,0,0,0,14,2,0,1,0,0,0,0,0,2,2,623,455,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,0,0,0,0,0,2,2,797,333,0,0,0,2,0
1,1,1,22,2,0,22,1,0,1,46,0,0,346,0,0,0,21,2,0,2,0,0,0,0,0,2,2,2196,239,1,1,2,0,0
1,0,1,8,0,0,8,1,1,1,109,5,0,227,0,0,0,19,2,0,1,0,0,0,0,0,2,2,652,204,0,0,2,0,0
1,1,1,7,1,0,7,1,0,1,30,0,0,375,0,0,0,24,2,0,2,0,0,0,0,0,2,2,11,8,1,1,2,0,0
1,1,1,23,3,0,23,1,1,1,72,1,0,290,0,0,0,14,2,0,1,0,0,0,0,0,2,2,553,133,1,1,2,0,0
1,1,1,9,2,0,9,0,1,1,0,2,0,19,0,0,0,21,2,0,1,0,0,0,0,0,2,2,669873,139962,1,1,0,2,0
1,0,1,8,0,0,8,0,0,1,0,0,0,60,0,0,0,24,2,0,1,0,0,0,0,0,2,2,27869,5880,0,0,2,0,0
1,1,1,8,1,0,8,1,0,1,3,0,0,31,0,0,0,21,2,0,1,0,0,0,0,0,2,2,11229,1896,1,5,2,0,0
1,1,1,21,4,0,21,1,0,1,12,0,0,361,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1334,526,1,1,2,0,0
1,0,1,2,0,0,2,1,0,1,61,0,0,1547,0,0,0,18,2,0,1,0,0,0,0,0,2,2,579,45,1,1,2,0,0
1,1,1,4,1,0,4,1,0,1,7,0,0,78,0,0,0,16,2,0,1,0,0,0,0,0,2,2,9653,12320,1,3,2,0,0
1,1,1,10,65,0,10,1,1,1,128,1,0,308,0,0,0,23,2,0,1,0,0,0,0,0,2,2,1097,427,1,3,2,0,0
1,0,1,53,0,0,53,1,0,1,61,0,0,286,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1470,509,0,0,2,0,0
1,1,1,12,1,0,12,1,1,1,78,1,0,262,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1530,485,1,2,2,0,0
1,1,1,70,5,0,70,1,1,1,60,1,0,561,0,0,0,18,2,0,1,0,0,0,0,0,2,2,373,127,1,1,2,0,0
1,0,1,1,0,0,1,1,0,1,1,0,0,119,0,0,0,17,2,0,1,0,0,0,0,0,2,2,10360,8356,0,0,2,0,0
1,0,1,21,0,0,21,1,0,1,16,0,0,51,0,0,0,19,2,0,1,0,0,0,0,0,2,2,590,659,1,2,2,0,0
1,1,1,29,1,0,29,1,1,1,54,2,0,264,0,0,0,22,2,0,1,0,0,0,0,0,2,2,518,558,1,2,2,0,0
1,0,1,13,0,0,13,1,0,1,29,0,0,47,0,0,0,14,2,0,1,0,0,0,0,0,2,2,2435,43,0,0,2,0,0
1,0,1,29,0,0,29,0,0,1,0,0,0,2,0,0,0,23,2,0,1,0,0,0,0,0,2,2,712,364,0,0,2,0,0
1,0,1,10,0,0,10,1,0,1,36,0,0,106,0,1,0,17,2,0,1,0,0,0,0,0,2,2,2466,943,1,1,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1026,5,1,1,2,0,0
1,1,1,7,1,0,7,1,0,1,35,0,0,107,0,0,0,29,2,0,1,1,0,0,0,0,2,2,17710,6588,1,1,2,0,0
1,1,1,11,1,0,11,1,0,1,8,0,0,155,0,0,0,14,2,0,1,0,0,0,0,0,2,2,533,469,0,0,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,15,2,0,1,0,0,0,0,0,2,2,512,250,0,0,0,2,0
1,0,1,4,0,0,4,0,0,1,0,0,0,5,0,0,0,19,2,0,1,0,0,0,0,0,2,2,90,26,0,0,0,2,0
1,0,1,24,0,0,24,1,0,1,48,0,0,135,0,0,0,15,2,0,1,0,0,0,0,0,2,2,3465,1227,1,1,2,0,0
1,1,1,51,4,0,51,1,0,1,51,0,0,136,0,0,0,20,2,0,2,0,0,0,0,0,2,2,12,4,1,5,2,0,0
1,1,1,21,3,0,21,1,0,1,3,0,0,76,0,0,0,17,2,0,1,0,0,0,0,0,2,2,48,4,1,1,2,0,0
1,1,1,7,1,0,7,1,1,1,15,1,0,164,0,0,0,17,2,0,1,0,0,0,0,0,2,2,12124,8223,1,1,2,0,0
1,0,1,58,0,0,58,1,0,1,34,0,0,144,0,0,0,19,2,0,1,0,0,0,0,0,2,2,120,67,1,3,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2,2,263,3,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,2,2,3774,2537,0,0,0,2,0
1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,22,2,0,1,0,0,0,0,3,2,2,6224,2234,1,1,0,2,0
1,0,1,21,0,0,21,1,1,1,58,1,0,282,0,0,0,26,2,0,1,2,0,0,0,0,2,2,81543,213627,1,1,0,2,0
1,1,1,13,3,0,13,1,1,1,23,1,0,237,0,0,0,16,2,0,2,0,0,0,0,0,2,2,4199,394,1,1,2,0,0
1,1,1,26,1,0,26,1,0,1,18,0,0,180,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1711,511,1,1,2,0,0
1,1,1,39,3,0,39,1,1,1,5,1,0,56,0,0,0,16,2,0,1,0,0,0,0,0,2,2,1643,748,1,1,2,0,0
1,0,1,13,0,0,13,1,0,1,35,0,0,67,0,0,0,24,2,0,1,0,0,0,0,0,2,2,6347,1739,1,3,2,0,0
1,1,1,17,1,0,17,1,1,1,55,1,0,600,0,0,0,27,2,0,1,0,0,0,0,0,2,2,3122,706,1,2,2,0,0
1,1,1,54,5,0,54,1,1,1,36,3,0,90,0,0,0,30,2,0,2,0,0,0,0,0,2,2,9943,244,1,4,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,2,2,274,132,0,0,0,2,0
1,1,1,8,1,0,8,1,1,1,5,1,0,266,0,0,0,16,2,0,1,0,0,0,0,0,2,2,4392,2106,1,2,2,0,0
1,0,1,15,0,0,15,1,0,1,103,0,0,169,0,0,0,17,2,0,1,0,0,0,0,0,2,2,369,29,1,1,2,0,0
1,1,1,17,127,0,17,1,1,1,312,2,0,604,0,0,0,18,2,0,1,0,0,0,0,0,2,2,698,30,1,2,2,0,0
1,1,1,17,1,0,17,1,1,1,30,1,0,138,0,0,0,25,2,0,1,0,0,0,0,0,2,2,2111,974,1,3,2,0,0
1,1,1,15,2,0,15,1,1,1,20,1,0,51,0,0,0,16,2,0,1,0,0,0,0,0,2,2,1861,123,0,0,2,0,0
1,1,1,17,9,0,17,1,1,1,30,1,0,128,0,0,0,20,2,0,1,0,0,0,0,0,2,2,408,413,1,1,2,0,0
1,1,1,31,50,0,31,1,0,1,96,0,0,338,0,0,0,18,2,0,2,0,0,0,0,0,2,2,292,7,1,1,2,0,0
1,1,1,19,1,0,19,1,0,1,9,0,0,75,0,0,0,15,2,0,1,0,0,0,0,0,2,2,865,353,1,2,2,0,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,27,2,0,1,0,0,0,0,0,2,2,105988,80769,1,1,0,2,0
1,0,1,13,0,0,13,0,0,1,0,0,0,2,0,0,0,30,2,0,1,0,0,0,0,0,2,2,1891,992,0,0,0,2,0
1,1,1,78,1,0,78,1,0,1,1,0,0,50,0,0,0,18,2,0,1,0,0,0,0,0,0,2,0,92,1,1,2,0,0
1,0,1,22,0,0,22,1,0,1,2,0,0,45,0,0,0,30,2,0,2,0,0,0,0,0,2,2,1,1,1,2,2,0,0
1,1,1,15,1,0,15,1,1,1,1,1,0,586,0,0,0,22,2,0,2,0,0,0,0,0,2,2,6282,8377,1,1,2,0,0
1,1,1,72,26,0,72,1,0,1,92,0,0,413,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1368,311,1,2,2,0,0
1,0,1,10,0,0,10,1,0,1,28,0,0,172,0,0,0,20,2,0,1,0,0,0,0,0,2,2,102885,19105,1,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,1,0,0,0,0,0,2,2,1413,696,0,0,0,2,0
1,1,1,5,1,0,5,1,1,1,2,1,0,2,0,0,0,22,2,0,1,0,0,0,0,0,2,2,22863,32979,0,0,0,2,0
1,1,1,13,1,0,13,1,1,1,15,1,0,107,0,0,0,18,2,0,1,0,0,0,0,0,2,0,3155,0,1,3,2,0,0
1,0,1,4,0,0,4,1,0,1,44,0,0,121,0,0,0,15,2,0,1,0,0,0,0,0,2,2,5454,537,0,0,2,0,0
1,0,1,183,0,0,183,1,0,1,4,0,0,84,0,0,0,23,2,0,1,0,0,0,0,0,2,2,429,163,1,2,2,0,0
1,1,1,29,1,0,29,1,1,1,81,2,0,126,0,0,0,15,2,0,1,0,0,0,0,1,2,2,36551,4491,1,60,2,0,0
1,1,1,38,109,0,38,1,1,1,223,1,0,333,0,0,0,27,2,0,1,0,0,0,0,0,2,2,4283,147,1,3,2,0,0
1,0,1,13,0,0,13,1,1,1,13,1,0,75,0,0,0,22,2,0,1,0,0,0,0,0,2,2,2965,908,1,3,2,0,0
1,0,1,21,0,0,21,1,0,1,18,0,0,40,0,0,0,20,2,0,1,0,0,0,0,0,2,2,5431,1937,0,0,2,0,0
1,1,1,11,2,0,11,1,1,1,33,3,0,95,0,0,0,17,2,0,2,0,0,0,0,0,2,2,6264,8571,0,0,2,0,0
1,1,1,39,2,0,39,0,1,1,0,2,0,87,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1360,415,1,1,2,0,0
1,1,1,43,4,0,43,1,1,1,58,3,0,189,0,0,0,17,2,0,1,0,0,0,0,0,2,2,84,5,1,1,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,1,2,2,332,93,0,0,0,2,0
1,1,1,17,94,0,17,1,0,1,208,0,0,585,0,0,0,22,2,0,1,0,0,0,0,0,2,2,737,251,1,4,2,0,0
1,0,1,4,0,0,4,1,0,1,1,0,0,323,0,0,0,25,2,0,2,0,0,0,0,0,2,2,11,8,1,1,2,0,0
1,0,1,11,0,0,11,1,0,1,28,0,0,267,0,0,0,17,2,0,2,0,0,0,0,0,2,2,78033,73794,1,1,2,0,0
1,1,1,36,276,0,36,1,1,1,550,1,0,440,0,0,0,20,2,0,1,0,0,0,0,0,2,2,299,169,1,1,2,0,0
1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,28,2,0,2,0,0,0,0,0,2,2,1,1,0,0,0,2,0
0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,17,2,0,1,0,0,0,0,0,2,2,242,4,0,0,0,2,0
1,1,1,29,1,0,29,1,1,1,6,1,0,195,0,0,0,24,2,0,1,0,0,0,0,0,2,2,179,157,1,1,2,0,0
1,1,1,13,1,0,13,1,1,1,118,2,0,461,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1838,4,1,8,2,0,0
1,1,1,12,7,0,12,1,1,1,39,1,0,145,0,0,0,18,2,0,1,0,0,0,0,0,2,2,912,939,1,2,2,0,0
1,1,1,53,1,0,53,1,0,1,25,0,0,488,0,0,0,18,2,0,1,0,0,0,0,0,2,2,506,474,1,1,2,0,0
1,1,1,22,2,0,22,1,1,1,87,3,0,483,0,0,0,18,2,0,2,0,0,0,0,0,2,2,1934,39,1,1,2,0,0
1,1,1,27,1,0,27,1,1,1,11,2,0,305,0,0,0,29,2,0,1,0,0,0,0,0,2,2,670,506,1,2,2,0,0
1,0,1,34,0,0,34,1,1,1,16,1,0,178,0,0,0,18,2,0,2,0,0,0,0,0,2,2,34632,3595,0,0,2,0,0
1,1,1,29,1,0,29,1,1,1,68,4,0,473,0,0,0,17,2,0,2,0,0,0,0,0,2,2,555,67,1,2,2,0,0
1,1,1,16,1,0,16,1,0,1,6,0,0,43,0,0,0,12,2,0,1,0,0,0,0,0,2,2,258486,151895,1,1,0,2,0
1,1,1,8,1,0,8,0,0,0,0,0,0,0,0,0,0,19,2,0,2,0,0,0,0,0,2,2,592,48,0,0,0,2,0
1,0,1,41,0,0,41,1,0,1,1,0,0,406,0,0,0,19,2,0,1,0,0,0,0,0,2,2,375,153,1,3,2,0,0
1,0,1,28,0,0,28,1,0,1,14,0,0,98,0,0,0,26,2,0,1,0,0,0,0,0,2,2,322,373,1,3,2,0,0
1,0,1,9,0,0,9,1,0,1,6,0,0,189,0,0,0,21,2,0,1,0,0,0,0,0,2,2,153,13,1,1,2,0,0
1,0,1,8,0,0,8,0,0,1,0,0,0,124,0,0,0,17,2,0,1,0,0,0,0,0,2,2,3572,1558,1,1,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,2,0,1,0,0,0,0,0,2,2,45661,12497,1,2,0,2,0
1,1,1,16,1,0,16,1,1,1,15,2,0,259,0,0,0,15,2,0,1,0,0,0,0,0,2,2,423,62,1,2,2,0,0
1,0,1,5,0,0,5,1,0,1,1,0,0,49,0,0,0,15,2,0,1,0,0,0,0,0,2,2,548,401,1,1,2,0,0
1,0,1,14,0,0,14,1,0,1,17,0,0,185,0,4,0,15,2,0,1,0,0,0,0,0,2,2,3424,961,1,1,2,0,0
1,0,1,6,0,0,6,1,0,1,6,0,0,410,0,0,0,17,2,0,2,0,0,0,0,0,2,0,841607,0,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,20,2,0,2,0,0,0,0,0,2,2,324,20,1,1,2,0,0
1,1,1,11,54,0,11,1,1,1,72,1,0,244,0,0,0,18,2,0,1,0,0,0,0,0,2,2,3380,3304,1,1,2,0,0
