Presence of JS,Presence of NS,Presence of internal JS,Number of JS,Number of NS,Number of external JS,Number of internal JS,Presence of image,Presence of iframe,Presence of links,Number of image,Number of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,Presence of World Traffic rank,Presence of Country Traffic rank,World Traffic rank,Country Traffic rank,presence of form,No of form,probability0,probability1,Output
1,0,1,38,0,0,38,1,1,1,79,1,0,291,0,9,0,17,2,0,1,0,0,0,0,0,2,2,43442,5299,1,1,2,0,0
1,1,1,118,6,0,118,1,1,1,101,3,0,465,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1879,705,1,3,2,0,0
1,0,1,79,0,0,79,1,0,1,44,0,0,104,0,0,0,24,2,0,2,0,0,0,0,0,2,2,12,4,1,2,2,0,0
1,1,1,17,2,0,17,1,1,1,29,1,0,189,0,0,0,18,2,0,2,0,0,0,0,0,2,2,5165,487,1,1,2,0,0
1,0,1,8,0,0,8,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,1,2,2,4509,81,0,0,0,2,0
1,0,1,16,0,0,16,1,0,1,155,0,0,357,0,0,0,19,2,0,1,0,0,0,0,0,2,2,276,113,1,1,2,0,0
1,0,1,7,0,0,7,1,0,1,23,0,0,83,0,0,0,18,2,0,1,0,0,0,0,0,2,2,357486,74801,1,2,0,2,0
1,1,1,11,2,0,11,1,1,1,31,1,0,139,0,0,0,30,2,0,1,0,0,0,0,0,2,2,3443,1981,1,2,2,0,0
1,0,1,15,0,0,15,1,1,1,51,4,0,194,0,3,0,21,2,0,1,0,0,0,0,0,2,2,18144,5727,1,3,2,0,0
1,0,1,7,0,0,7,1,1,1,18,1,0,456,0,0,0,18,2,0,1,0,0,0,0,0,2,2,2198,909,1,1,2,0,0
1,1,1,22,52,0,22,1,1,1,61,2,0,85,0,0,0,23,2,0,1,0,0,0,0,0,2,2,403,345,0,0,2,0,0
1,1,1,47,41,0,47,1,1,1,91,3,0,287,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1371,639,1,3,2,0,0
1,1,1,55,2,0,55,1,1,1,150,12,0,455,0,0,0,16,2,0,1,0,0,0,0,0,2,2,316,52,1,3,2,0,0
1,1,1,14,21,0,14,1,0,1,50,0,0,188,0,0,0,19,2,0,1,0,0,0,0,0,2,2,807,351,1,5,2,0,0
1,1,1,22,2,0,22,1,1,1,212,1,0,207,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1317,3547,0,0,2,0,0
1,1,1,21,1,0,21,1,1,1,54,1,0,180,0,0,0,19,2,0,1,0,0,0,0,0,2,2,11932,5075,1,1,2,0,0
1,0,1,19,0,0,19,1,0,1,36,0,0,220,0,0,0,16,2,0,1,0,0,0,0,0,2,2,337,224,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,17,2,0,1,0,0,0,0,0,2,2,255,4,1,1,2,0,0
1,0,1,11,0,0,11,1,0,1,21,0,0,246,0,0,0,15,2,0,1,0,0,0,0,0,2,2,6076,76,1,1,2,0,0
1,1,1,7,1,0,7,1,1,1,20,1,0,77,0,0,0,17,2,0,1,0,0,0,0,0,2,2,10981,3107,0,0,2,0,0
1,0,1,19,0,0,19,1,0,1,9,0,0,18,0,0,0,22,2,0,2,0,0,0,0,0,2,2,620432,149386,1,1,0,2,0
1,1,1,13,1,0,13,0,1,0,0,1,0,0,0,0,0,17,2,0,1,0,0,0,0,0,2,2,606,269,0,0,2,0,0
1,1,1,62,110,0,62,1,1,1,113,2,0,376,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1793,56,1,2,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,20,2,0,2,0,0,0,0,0,2,2,64,4,1,1,2,0,0
1,0,1,29,0,0,29,1,0,1,112,0,0,422,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1202,326,1,2,2,0,0
1,1,1,9,1,0,9,0,0,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,2,2,1,1,0,0,0,2,0
1,0,1,2,0,0,2,1,0,1,1,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,2,2,3423,3668,0,0,0,2,0
1,0,1,1,0,0,1,1,0,1,1,0,0,3,0,0,0,17,2,0,1,0,0,0,0,0,2,2,892,1206,0,0,0,2,0
1,0,1,19,0,0,19,1,0,1,76,0,0,346,0,0,0,20,2,0,1,0,0,0,0,0,2,2,478,180,1,2,2,0,0
1,1,1,15,1,0,15,1,0,1,21,0,0,111,0,0,0,29,2,0,1,0,0,0,0,0,2,2,37163,5614,0,0,2,0,0
1,1,1,24,104,0,24,1,0,1,213,0,0,282,0,0,0,21,2,0,1,0,0,0,0,0,2,2,16953,3505,1,1,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,2,2,176,8,1,1,2,0,0
1,0,1,10,0,0,10,1,0,1,1,0,0,32,0,0,0,20,2,0,1,0,0,0,0,0,2,2,5111,3499,0,0,2,0,0
1,1,1,10,2,0,10,1,1,1,14,2,0,99,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1887,702,1,2,2,0,0
1,1,1,26,1,0,26,1,0,1,20,0,0,146,0,0,0,15,2,0,1,0,0,0,0,0,2,2,382,182,0,0,2,0,0
1,1,1,29,1,0,29,1,1,1,8,1,0,124,0,0,0,15,2,0,1,0,0,0,0,0,2,2,4687,2437,1,3,2,0,0
1,0,1,6,0,0,6,0,0,1,0,0,0,10,0,0,0,21,2,0,1,0,0,0,0,0,2,2,30,19,0,0,0,2,0
1,1,1,8,35,0,8,1,0,1,72,0,0,186,0,0,0,25,2,0,1,0,0,0,0,0,2,0,1429,0,1,1,2,0,0
1,1,1,16,1,0,16,1,1,1,41,1,0,104,0,0,0,21,2,0,1,0,0,0,0,0,2,2,6865,5638,1,3,2,0,0
1,1,1,22,1,0,22,1,1,1,12,1,0,241,0,0,0,20,2,0,1,0,0,0,0,0,2,2,54070,19648,1,4,2,0,0
1,1,1,60,1,0,60,1,1,1,76,1,0,924,0,0,0,20,2,0,1,0,0,0,0,0,2,2,186,12,0,0,2,0,0
1,0,1,12,0,0,12,1,0,1,1,0,0,7,0,0,0,17,2,0,1,0,0,0,0,0,2,2,3006,364,1,1,2,0,0
1,1,1,59,3,0,59,1,1,1,46,1,1,379,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1004,18,0,0,2,0,0
1,1,1,35,1,0,35,1,1,1,43,2,0,279,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2035,774,1,3,2,0,0
1,1,1,22,5,0,22,1,1,1,3,1,0,35,0,0,0,24,2,0,1,0,0,0,0,0,2,2,133,133,0,0,2,0,0
1,0,1,42,0,0,42,1,0,1,152,0,0,365,0,0,0,16,2,0,1,0,0,0,0,0,2,2,10443,307,1,3,2,0,0
1,1,1,39,1,0,39,1,0,1,66,0,0,245,0,0,0,20,2,0,1,0,0,0,0,0,2,2,868,546,1,3,2,0,0
1,0,1,10,0,0,10,1,0,1,13,0,0,97,0,0,0,22,2,0,2,0,0,0,0,0,2,2,268,222,0,0,2,0,0
1,1,1,6,2,0,6,1,0,1,36,0,0,297,0,0,0,24,2,0,2,0,0,0,0,0,2,2,11,8,1,1,2,0,0
1,0,1,4,0,0,4,1,0,1,1,0,0,12,0,0,0,25,2,0,1,0,0,0,0,0,2,2,251,227,0,0,0,2,0
1,1,1,24,2,0,24,1,1,1,2,2,0,94,0,0,0,16,2,0,1,0,0,0,0,0,2,2,4173,6716,1,2,2,0,0
1,0,1,17,0,0,17,1,0,1,9,0,0,36,0,0,0,17,2,0,1,0,0,0,0,0,2,0,21800,0,1,1,2,0,0
1,1,1,11,1,0,11,1,1,1,17,2,0,152,0,1,0,15,2,0,1,0,0,0,0,0,2,2,1589,958,1,1,2,0,0
1,1,1,60,3,0,60,1,1,1,46,2,0,280,0,0,0,23,2,0,1,0,0,0,0,0,2,2,844,137,1,8,2,0,0
1,1,1,14,1,0,14,1,1,1,44,1,0,27,0,0,0,19,2,0,1,0,0,0,0,0,2,2,7457,450,1,1,2,0,0
1,1,1,40,2,0,40,1,0,1,10,0,0,72,0,0,0,25,2,0,1,0,0,0,0,0,2,2,1094,317,0,0,2,0,0
1,0,1,76,0,0,76,1,0,1,17,0,0,74,0,0,0,25,2,0,2,0,0,0,0,0,2,2,12,4,1,1,2,0,0
1,0,1,16,0,0,16,1,0,1,5,0,0,72,0,0,0,16,2,0,1,0,0,0,0,0,2,2,1324,611,1,5,2,0,0
1,0,1,29,0,0,29,1,0,1,71,0,0,157,0,0,0,16,2,0,1,0,0,0,0,0,2,2,89,21,0,0,2,0,0
1,0,1,37,0,0,37,1,0,1,10,0,0,135,0,0,0,24,2,0,1,0,0,0,0,0,2,2,6012,5473,1,2,2,0,0
1,1,1,14,1,0,14,1,1,1,33,6,0,118,0,0,0,14,2,0,1,0,0,0,0,1,2,2,1292,79,1,2,2,0,0
1,0,1,1,0,0,1,1,0,1,3,0,0,2,0,0,0,17,2,0,1,0,0,0,0,0,2,2,173,3,1,1,0,2,0
1,0,1,14,0,0,14,1,1,1,48,6,0,316,0,0,0,17,2,0,1,0,0,0,0,0,2,2,44,2,1,1,2,0,0
1,1,1,6,1,0,6,1,1,1,6,1,0,184,0,0,0,22,2,0,1,0,0,0,0,0,2,2,4025,1789,1,2,2,0,0
1,1,1,9,1,0,9,1,1,1,31,1,0,112,0,0,0,20,2,0,1,0,0,0,0,0,2,2,457,324,0,0,2,0,0
1,1,1,22,1,0,22,1,1,1,4,1,0,55,0,0,0,14,2,0,1,0,0,0,0,0,2,2,290,52,1,1,2,0,0
1,0,1,29,0,0,29,1,0,1,84,0,0,162,0,0,0,19,2,0,2,0,0,0,0,0,2,2,411,154,0,0,2,0,0
1,1,1,5,1,0,5,1,1,1,18,1,0,179,0,2,0,17,2,0,1,0,0,0,0,0,2,2,4661,902,1,6,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,2,2,950,248,0,0,0,2,0
1,0,1,21,0,0,21,1,1,1,58,1,0,282,0,0,0,25,2,0,2,1,0,0,0,0,2,2,1699,459,1,1,2,0,0
1,1,1,29,230,0,29,1,0,1,260,0,0,771,0,0,0,22,2,0,2,0,0,0,0,0,2,2,5071,356,1,2,2,0,0
1,1,1,20,1,0,20,0,0,1,0,0,0,30,0,0,0,18,2,0,1,0,0,0,0,0,2,2,496,405,0,0,2,0,0
1,1,1,165,1,0,165,1,1,1,41,1,0,206,0,0,0,17,2,0,1,0,0,0,0,0,2,2,3733,5858,1,3,2,0,0
1,1,1,35,11,0,35,1,0,1,203,0,0,1205,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1184,28,1,1,2,0,0
1,0,1,6,0,0,6,1,0,1,16,0,0,123,0,0,0,21,2,0,1,0,0,0,0,0,2,2,5597,2436,1,1,2,0,0
1,1,1,17,3,0,17,1,1,1,41,2,0,228,0,0,0,25,2,0,2,0,0,0,0,0,2,2,8492,520,1,2,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,1,2,2,332,93,0,0,0,2,0
1,1,1,7,1,0,7,1,0,1,62,0,0,404,0,0,0,24,2,0,2,0,0,0,0,0,2,2,11,8,1,1,2,0,0
1,0,1,30,0,0,30,1,0,1,95,0,0,404,0,0,0,17,2,0,1,0,0,0,0,0,2,2,470,290,1,2,2,0,0
1,1,1,16,1,0,16,1,1,1,71,1,0,127,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1734,132,0,0,2,0,0
1,0,1,1,0,0,1,1,0,1,1,0,0,13,0,0,0,12,2,0,1,0,0,0,0,0,2,2,190,302,0,0,0,2,0
1,1,1,18,2,0,18,1,1,1,28,2,0,116,0,0,0,20,2,0,1,0,0,0,0,0,2,2,574,605,1,1,2,0,0
1,0,1,9,0,0,9,1,1,1,99,1,0,228,0,0,0,16,2,0,1,0,0,0,0,0,2,2,157,4,1,1,2,0,0
1,0,1,16,0,0,16,1,0,1,16,0,0,106,0,0,0,16,2,0,1,0,0,0,0,0,2,2,3988,1646,1,6,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1218,410,0,0,0,2,0
1,0,1,3,0,0,3,0,0,1,0,0,0,15,0,0,0,16,2,0,1,0,0,0,0,0,2,2,12864,2231,0,0,0,2,0
1,0,1,1,0,0,1,1,0,1,14,0,0,178,0,0,0,22,2,0,1,0,0,0,0,0,2,2,589,1222,1,2,2,0,0
1,1,1,17,2,0,17,1,1,1,28,1,0,248,0,1,0,20,2,0,1,0,0,0,0,0,2,2,766,651,1,3,2,0,0
1,1,1,27,1,0,27,0,0,1,0,0,0,130,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1304,1155,1,3,2,0,0
1,1,1,57,1,0,57,1,0,1,35,0,0,406,0,0,0,19,2,0,1,0,0,0,0,0,2,2,866,270,1,2,2,0,0
1,1,1,13,41,0,13,1,1,1,96,1,0,142,0,0,0,19,2,0,1,0,0,0,0,0,2,2,3263,3118,1,3,2,0,0
1,0,1,18,0,0,18,1,0,1,47,0,0,129,0,0,0,18,2,0,1,0,0,0,0,0,2,2,183,46,1,1,2,0,0
1,1,1,13,1,0,13,1,1,1,6,1,0,463,0,0,0,17,2,0,1,0,0,0,0,0,2,2,7453,1607,1,1,2,0,0
1,1,1,16,9,0,16,1,1,1,9,1,0,63,0,0,0,27,2,0,2,0,0,0,0,0,2,2,431,39,1,4,2,0,0
1,1,1,14,1,0,14,1,0,1,40,0,0,104,0,0,0,17,2,0,1,0,0,0,0,0,2,2,363,5,0,0,2,0,0
1,0,1,19,0,0,19,1,0,1,8,0,0,135,0,0,0,18,2,0,1,0,0,0,0,0,2,2,80924,27984,1,7,2,0,0
1,0,1,12,0,0,12,1,0,1,1,0,0,225,0,0,0,19,2,0,1,0,0,0,0,0,2,2,259,93,0,0,2,0,0
1,1,1,59,82,0,59,1,0,1,162,0,0,487,0,0,0,18,2,0,1,0,0,0,0,0,2,2,5701,1543,1,1,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,29,2,0,2,0,0,0,0,0,2,2,152210,12287,0,0,0,2,0
1,1,1,7,1,0,7,1,0,1,25,0,0,456,0,0,0,16,2,0,1,0,0,0,0,0,2,2,194,83,1,1,2,0,0
1,1,1,40,39,0,40,1,1,1,85,1,0,336,0,0,0,20,2,0,1,0,0,0,0,0,2,2,488,310,1,2,2,0,0
1,1,1,8,2,0,8,1,0,1,19,0,0,205,0,0,0,15,2,0,1,0,0,0,0,0,2,2,9865,5423,1,3,2,0,0
1,1,1,33,1,0,33,1,1,1,14,1,0,152,0,0,0,19,2,0,1,0,0,0,0,0,2,2,5446,170,1,1,2,0,0
1,1,1,23,4,0,23,1,1,1,154,1,1,749,0,0,0,14,2,0,1,0,0,0,0,0,2,2,1432,45,1,4,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,2,2,1183,519,0,0,0,2,0
1,0,1,19,0,0,19,1,0,1,8,0,0,157,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1812,549,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,2,2,715,187,0,0,0,2,0
1,1,1,37,1,0,37,1,0,1,34,0,0,259,0,0,0,20,2,0,1,1,0,0,0,2,2,2,126812,4258,1,2,2,0,0
1,0,1,4,0,0,4,1,0,1,4,0,0,14,0,0,0,15,2,0,1,0,0,0,0,0,2,2,2780,274,0,0,2,0,0
1,1,1,6,1,0,6,1,0,1,1,0,0,10,0,0,0,15,2,0,1,0,0,0,0,0,2,2,49718,35556,0,0,0,2,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,21,2,0,1,1,0,0,0,0,2,2,9105,852,1,1,0,2,0
1,1,1,11,1,0,11,1,0,1,5,0,0,136,0,0,0,22,2,0,1,0,0,0,0,0,2,2,3198,1548,0,0,2,0,0
1,1,1,12,1,0,12,1,1,1,36,1,0,132,0,0,0,17,2,0,1,0,0,0,0,0,2,2,897,2064,0,0,2,0,0
1,0,1,32,0,0,32,1,0,1,19,0,0,67,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1500,39,0,0,2,0,0
1,1,1,10,2,0,10,1,1,1,59,1,0,263,0,0,0,18,2,0,1,0,0,0,0,0,2,2,607,61,1,3,2,0,0
1,1,1,16,1,0,16,1,0,1,2,0,0,50,0,0,0,20,2,0,1,0,0,0,0,0,2,2,8,5,1,1,2,0,0
1,1,1,24,1,0,24,1,0,1,35,0,0,170,0,0,0,27,2,0,1,1,0,0,0,0,2,2,490,294,1,3,2,0,0
1,1,1,7,1,0,7,0,0,1,0,0,0,2,0,0,0,22,2,0,1,0,0,0,0,0,2,2,95,68,1,1,0,2,0
1,1,1,120,2,0,120,0,1,1,0,1,0,413,0,0,0,19,2,0,1,0,0,0,0,0,2,2,4319,2050,0,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,0,2,0,3930457,0,0,0,0,2,0
1,1,1,5,1,0,5,1,0,1,44,0,0,98,0,0,0,27,2,0,2,0,0,0,0,0,2,2,323,6,1,1,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,20,2,0,2,0,0,0,0,0,2,2,64,4,1,1,2,0,0
1,1,1,21,1,0,21,1,1,1,21,2,0,107,0,0,0,21,2,0,1,0,0,0,0,0,2,2,21,15,1,1,2,0,0
1,1,1,19,1,0,19,1,0,1,9,0,0,75,0,0,0,15,2,0,1,0,0,0,0,0,2,2,865,353,1,2,2,0,0
1,0,1,2,0,0,2,1,0,1,1,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2759,976,0,0,0,2,0
1,1,1,18,6,0,18,1,1,1,71,2,0,358,0,0,0,19,2,0,1,0,0,0,0,0,2,2,238,16,1,1,2,0,0
1,1,1,31,2,0,31,1,1,1,9,1,0,166,0,0,0,22,2,0,1,0,0,0,0,0,2,2,713,431,1,3,2,0,0
1,0,1,40,0,0,40,1,0,1,56,0,0,147,0,0,0,21,2,0,1,0,0,0,0,0,2,2,388,400,1,2,2,0,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,2,2,371,119,1,1,0,2,0
1,0,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,2,2,211,28,0,0,0,2,0
1,1,1,63,1,0,63,1,1,1,28,1,0,365,0,0,0,23,2,0,1,0,0,0,0,0,2,2,5011,1526,1,2,2,0,0
1,0,1,35,0,0,35,0,1,1,0,1,0,14,0,0,0,19,2,0,1,0,0,0,0,0,2,2,2,2,0,0,2,0,0
1,1,1,16,1,0,16,1,0,1,3,0,0,100,0,0,0,20,2,0,1,0,0,0,0,0,2,2,43,17,0,0,2,0,0
1,1,1,3,1,0,3,1,1,1,4,1,0,46,0,0,0,14,2,0,1,0,0,0,0,0,2,2,4234,2345,0,0,2,0,0
1,1,1,43,3,0,43,1,1,1,127,1,0,1165,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1224,75,1,2,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,17,2,0,1,0,0,0,0,0,2,2,2473,3,1,1,2,0,0
1,1,1,42,4,0,42,1,1,1,21,1,1,141,0,0,0,17,2,0,1,0,0,0,0,0,2,2,2475,337,1,1,2,0,0
1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,18,2,0,1,0,0,0,0,0,2,0,484321,0,0,0,0,2,0
1,1,1,21,2,0,21,1,1,1,9,1,0,134,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1099,284,1,1,2,0,0
1,1,1,14,1,0,14,1,1,1,5,1,0,37,0,0,0,13,2,0,1,0,0,0,0,0,2,2,15450,15103,1,1,2,0,0
1,0,1,14,0,0,14,0,0,1,0,0,0,133,0,0,0,17,2,0,1,0,0,0,0,0,2,2,37,20,1,1,2,0,0
1,0,1,2,0,0,2,1,1,1,19,1,0,10,0,0,0,20,2,0,1,0,0,0,0,0,2,2,822,85,0,0,2,0,0
1,1,1,13,2,0,13,1,1,1,28,1,0,32,0,0,0,21,2,0,1,0,0,0,0,0,2,2,121,41,0,0,2,0,0
1,0,1,9,0,0,9,1,0,1,6,0,0,189,0,0,0,21,2,0,1,0,0,0,0,0,2,2,153,13,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,2,0,0,0,0,0,2,2,1230,18,0,0,0,2,0
1,0,1,18,0,0,18,1,0,1,165,0,0,261,0,0,0,19,2,0,1,0,0,0,0,0,2,2,2786,1068,1,1,2,0,0
1,0,1,19,0,0,19,1,0,1,2,0,0,53,0,0,0,20,2,0,1,0,0,0,0,0,2,2,2149,2721,1,1,2,0,0
1,1,1,23,61,0,23,1,0,1,126,0,0,266,0,0,0,17,2,0,1,0,0,0,0,0,2,2,2748,1999,1,3,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,39,0,0,0,16,2,0,1,0,0,0,0,0,2,2,239,122,0,0,2,0,0
1,1,1,13,1,0,13,1,1,1,3,1,0,33,0,1,0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,1,2,2,332,93,0,0,0,2,0
1,0,1,6,0,0,6,1,0,1,12,0,0,38,0,0,0,15,2,0,1,0,0,0,0,0,2,2,224,40,0,0,2,0,0
1,0,1,38,0,0,38,1,1,1,24,2,0,200,0,0,0,16,2,0,1,0,0,0,0,0,2,2,2014,1115,1,1,2,0,0
1,1,1,26,1,0,26,1,0,1,9,0,0,261,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1625,852,1,3,2,0,0
1,0,1,36,0,0,36,1,0,1,44,0,0,66,0,0,0,18,2,0,1,0,0,0,0,0,2,2,18,7,1,1,2,0,0
1,1,1,15,1,0,15,1,1,1,30,1,0,192,0,0,0,24,2,0,1,0,0,0,0,0,2,2,1431,1177,0,0,2,0,0
1,0,1,2,0,0,2,0,0,1,0,0,0,9,0,0,0,21,2,0,1,0,0,0,0,0,2,2,36,10,0,0,0,2,0
1,1,1,23,3,0,23,1,1,1,10,1,0,286,0,0,0,19,2,0,1,0,0,0,0,0,2,2,20,1,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,15,0,0,68,0,0,0,19,2,0,1,0,0,0,0,0,2,2,317,18,0,0,2,0,0
1,1,1,143,1,0,143,1,0,1,114,0,0,246,0,0,0,17,2,0,1,0,0,0,0,0,2,2,47,3,1,1,2,0,0
1,1,1,18,2,0,18,1,1,1,23,1,0,90,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1846,102,0,0,2,0,0
1,1,1,19,3,0,19,1,1,1,14,2,0,74,0,0,0,23,2,0,1,0,0,0,0,0,2,2,16228,22776,1,1,2,0,0
1,0,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,2,2,3004,3345,0,0,0,2,0
1,1,1,97,1,0,97,1,1,1,175,1,0,1485,0,0,0,24,2,0,1,0,0,0,0,0,2,2,345,30,1,10,2,0,0
1,1,1,67,7,0,67,1,0,1,30,0,0,74,0,0,0,17,2,0,1,0,0,0,0,0,2,2,12,4,1,2,2,0,0
1,1,1,73,1,0,73,1,0,1,35,0,0,151,0,0,0,16,2,0,1,0,0,0,0,0,2,2,459,110,1,2,2,0,0
1,1,1,34,96,0,34,1,1,1,268,5,0,537,0,0,0,23,2,0,2,0,0,0,0,0,2,2,497,12,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,2,2,114,24,0,0,0,2,0
1,1,1,26,67,0,26,1,0,1,149,0,0,473,0,0,0,18,2,0,1,0,0,0,0,0,2,2,904,40,0,0,2,0,0
1,1,1,8,2,0,8,1,0,1,32,0,0,203,0,0,0,25,2,0,1,0,0,0,0,0,2,2,45,16,1,1,2,0,0
1,0,1,10,0,0,10,1,0,1,14,0,0,108,0,0,0,25,2,0,2,0,0,0,0,0,2,2,12,4,1,1,2,0,0
1,1,1,18,11,0,18,1,0,1,9,0,0,45,0,0,0,15,2,0,1,0,0,0,0,0,2,2,8892,2957,1,1,2,0,0
1,1,1,33,1,0,33,1,1,1,53,1,0,164,0,3,0,15,2,0,1,0,0,0,0,0,2,2,16,6,1,2,2,0,0
1,0,1,6,0,0,6,0,1,1,0,1,0,31,0,0,0,24,2,0,2,0,0,0,0,0,2,2,12,4,1,1,0,2,0
1,1,1,22,1,0,22,0,1,1,0,1,0,249,0,0,0,23,2,0,1,0,0,0,0,0,2,2,3016,1174,1,2,2,0,0
1,1,1,2,1,0,2,1,0,1,26,0,0,51,0,0,0,28,2,0,1,0,0,0,0,0,2,2,83,32,0,0,2,0,0
1,0,1,8,0,0,8,1,1,1,7,1,0,30,0,0,0,19,2,0,1,0,0,0,0,0,2,2,95458,35949,0,0,0,2,0
1,0,1,16,0,0,16,1,0,1,13,0,0,283,0,0,0,17,2,0,1,0,0,0,0,0,2,2,132,44,1,2,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,2,2,356,184,0,0,0,2,0
1,1,1,56,1,0,56,1,1,1,193,1,0,329,0,0,0,20,2,0,1,0,0,0,0,0,2,2,320,7,1,3,2,0,0
1,0,1,13,0,0,13,1,0,1,9,0,0,297,0,0,0,17,2,0,1,0,0,0,0,0,2,2,197,69,1,2,2,0,0
1,1,1,14,3,0,14,1,1,1,102,1,0,1052,0,0,0,21,2,0,1,0,0,0,0,0,2,2,383,47,1,3,2,0,0
1,1,1,15,10,0,15,1,0,1,20,0,0,147,0,3,0,24,2,0,1,0,0,0,0,0,2,2,1657,402,1,1,2,0,0
1,0,1,3,0,0,3,0,0,1,0,0,0,1,0,0,0,23,2,0,1,1,0,0,0,0,2,2,2001,59,0,0,0,2,0
1,0,1,18,0,0,18,1,0,1,28,0,0,110,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1076,361,0,0,2,0,0
1,0,1,1,0,0,1,1,0,1,3,0,0,3,0,0,0,18,2,0,1,0,0,0,0,0,2,2,13,3,1,1,0,2,0
1,0,1,9,0,0,9,1,1,1,2,1,0,3,0,0,0,20,2,0,1,0,0,0,0,0,2,2,65499,11348,0,0,2,0,0
1,0,1,12,0,0,12,1,0,1,22,0,0,630,0,3,0,22,2,0,1,0,0,0,0,0,2,2,3701,1232,1,1,2,0,0
1,1,1,6,2,0,6,1,0,0,1,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,2,2,139,55,0,0,0,2,0
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1,1,1,1,2,0,0
1,0,1,18,0,0,18,1,0,1,109,0,0,115,0,0,0,18,2,0,1,0,0,0,0,0,2,2,78,96,1,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,1,0,0,0,0,0,2,2,181565,95640,0,0,0,2,0
1,0,1,13,0,0,13,1,0,1,4,0,0,11,0,0,0,22,2,0,1,0,0,0,0,0,2,2,127,21,1,56,2,0,0
1,1,1,29,1,0,29,1,1,1,55,2,0,425,0,0,0,26,2,0,1,0,0,0,0,0,2,2,265,34,0,0,2,0,0
