Presence of JS,Presence of NS,Presence of internal JS,Presence of image,Presence of iframe,Presence of links,Number of JS,Number of NS,Number of internal JS,Number of image,Nuber of iframes,Number of links,Number of sms API call,Number of tel API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
1,0,1,1,0,1,19,0,19,2,0,18,0,0,74,6,0,3,4,0,0,0,0,0,0,0.334239921649938,0.665760078350068,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,58,0,0,0.024836907570135,0.975163092429873,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,7,1,2,1,0,1,0,80,0,0,0.004966600124118,0.995033399875887,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,3,0,3,6,0,1,2,54,6855088,0,6.93279552194294E-17,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,64,0,0,0.024864301236765,0.975135698763222,0,0,1
1,1,1,0,1,1,1,1,1,0,1,1,0,0,40,3,0,2,0,0,0,0,2,30758,49426,0.334086457660245,0.665913542339758,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,84,0,0,0.004574072261201,0.995425927738807,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,1,3,0,1,0,32,0,0,0.182746459816155,0.817253540183856,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,4,0,5,0,0,0,0,20,0,0,0.340140937840985,0.659859062159002,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,13,0,0,0.216443189829646,0.783556810170354,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,62,0,0,0.025200723140707,0.974799276859303,0,0,1
1,0,1,1,0,1,2,0,2,2,0,3,0,0,64,4,0,3,0,0,0,0,2,61171,1455,0.325805781879409,0.674194218120601,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,3,0,3,6,2,0,2,57,6855088,0,1.87187746918572E-17,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,13,0,0,0.225131448749209,0.774868551250794,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,68,0,0,0.005175520373839,0.994824479626166,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,42,3,0,2,0,0,0,0,3,6001,2145,0.419476702002186,0.580523297997825,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6,0,1,3,0,1,0,32,0,0,0.178626557766529,0.821373442233465,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,1,2,1,0,1,0,44,0,0,0.090323237801712,0.909676762198298,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,1,2,1,0,1,0,21,0,0,0.215557355172683,0.784442644827305,0,0,1
1,0,1,0,0,1,28,0,28,0,0,1,0,0,116,7,2,5,3,2,2,1,7,0,0,0.141039928221841,0.858960071778154,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,82,5,0,1,4,0,0,0,35,0,0,0.215058514791563,0.78494148520845,0,0,1
1,1,1,1,0,1,14,1,14,2,0,31,0,0,64,7,0,2,0,0,0,0,6,0,0,0.373128477216315,0.626871522783687,1,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,41,0,0,0.088960452600207,0.911039547399804,0,0,1
1,0,1,1,0,1,2,0,2,1,0,2,0,0,163,3,1,8,4,0,3,2,36,104717,36397,0.01379665068358,0.986203349316413,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,49,3,0,4,0,0,0,0,2,0,0,0.378361345695859,0.621638654304149,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,5,1,2,0,0,2,1,29,0,0,2.61639669757841E-09,0.999999997383611,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,3,0,0,0,0,0,0,0,0.379217590389763,0.620782409610239,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,0,1179626,0,0.186125858998884,0.813874141001122,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,36,0,0,0.091114902238647,0.908885097761353,0,0,1
1,0,1,1,0,1,24,0,24,4,0,42,0,1,256,5,1,2,5,3,3,0,48,3061300,0,1.39946813914605E-07,0.999999860053189,0,0,1
1,1,1,1,0,1,15,1,15,13,0,64,0,0,97,4,0,3,2,1,0,0,35,1728,1206,0.226621909941212,0.773378090058795,0,0,1
1,0,1,0,0,1,15,0,15,0,0,1,0,0,28,3,0,3,0,0,0,0,2,0,0,0.495375487528257,0.504624512471753,0,0,1
1,1,1,1,0,1,27,1,27,4,0,23,0,1,65,4,0,1,0,0,0,0,22,0,0,0.395981145111362,0.604018854888642,1,2,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,77,6,0,2,0,0,0,0,24,6660907,0,5.55812079037684E-15,1,0,0,1
1,1,1,0,1,1,1,1,1,0,1,1,0,0,54,5,0,3,0,0,0,0,4,30758,49426,0.284973601061421,0.71502639893857,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,1,3,0,1,0,27,0,0,0.186251748342558,0.813748251657453,0,0,1
1,0,1,1,0,1,7,0,7,1,0,24,0,0,69,6,0,2,2,0,0,0,0,0,0,0.326308227826951,0.673691772173062,1,1,1
0,0,0,1,0,1,0,0,0,1,0,4,0,0,64,5,1,5,0,0,1,0,0,0,0,0.319309544887379,0.680690455112625,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,1,2,1,0,1,0,44,0,0,0.084981939125039,0.915018060874972,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,84,0,0,0.004574072261201,0.995425927738807,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,8,0,2,6,0,0,0,1,0,0,0.105782453292329,0.894217546707676,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,56,0,0,0.025153349455156,0.974846650544852,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,34,3,0,1,0,0,0,0,0,0,0,0.435008693350511,0.56499130664948,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,35,0,0,0.091534759470062,0.908465240529947,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,41,0,0,0.088960452600207,0.911039547399804,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,7,1,2,1,0,1,0,84,0,0,0.004350463537904,0.995649536462103,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,7,1,2,1,0,1,0,76,0,0,0.004409780645721,0.995590219354291,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,10,0,3,0,0,0,0,0,0,0,0.179544906794106,0.820455093205904,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,3,0,3,6,0,1,2,45,6855088,0,6.46673173011796E-17,1,0,0,1
1,0,1,0,0,1,2,0,2,0,0,1,0,0,33,3,1,1,0,0,1,0,2,6982767,0,4.96565726055809E-16,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,2,0,0,0,0,0,0,0,0.422085257818601,0.577914742181398,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,4,0,0,0,0,0,0,0,0.355161309948663,0.64483869005135,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,8,1,2,2,1,3,2,44,0,0,0.004004830182023,0.995995169817978,0,0,1
1,0,1,0,0,1,15,0,15,0,0,1,0,0,33,3,0,4,0,0,0,0,4,0,0,0.479173041011565,0.520826958988446,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,8,0,3,1,0,0,0,0,253796,39288,0.226621601105156,0.773378398894846,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,1,2,1,0,1,0,41,0,0,0.083653264208166,0.916346735791835,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,4,0,0,0,0,0,0,0,0.382816427043901,0.617183572956111,0,0,1
1,0,1,1,0,1,10,0,10,16,0,63,0,0,36,3,0,3,1,0,0,0,4,0,0,0.526089782104306,0.473910217895683,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,3,0,3,6,0,1,2,51,6855088,0,6.77961484457804E-17,1,0,0,1
1,1,1,1,0,1,27,1,27,4,0,23,0,1,66,5,0,1,0,0,0,0,22,0,0,0.390859604617639,0.609140395382348,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,63,0,0,0.024035307681285,0.975964692318729,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8,0,2,1,0,0,0,1,0,0,0.24458337931177,0.755416620688234,0,0,1
1,0,1,0,0,1,15,0,15,0,0,2,0,0,135,3,0,3,2,0,0,0,8,0,0,0.064779343108084,0.935220656891902,0,0,1
1,1,1,0,1,1,1,1,1,0,1,1,0,0,144,3,0,3,2,0,0,0,10,30758,49426,0.027792817684462,0.97220718231555,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,70,0,0,0.005100968234636,0.99489903176536,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,1,0,0,0.378352408672733,0.621647591327275,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,63,0,0,0.025032774845566,0.974967225154445,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,1,2,1,0,1,0,63,0,0,0.023070902887394,0.976929097112598,0,0,1
1,0,1,1,0,1,2,0,2,2,0,3,0,0,64,4,0,3,0,0,0,0,2,61171,1455,0.325805781879409,0.674194218120601,1,1,1
1,0,1,1,0,1,15,0,15,2,0,48,0,1,51,4,0,1,0,0,0,0,7,0,0,0.449671248889883,0.550328751110116,0,0,1
1,0,1,0,0,1,15,0,15,0,0,2,0,0,105,3,0,3,2,0,0,0,10,0,0,0.161968347813206,0.838031652186801,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,69,5,0,1,5,0,0,0,21,0,0,0.282671943535435,0.717328056464572,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,51,0,0,0.022905615412421,0.977094384587583,0,0,1
1,0,1,1,0,1,5,0,5,3,0,22,0,0,34,3,0,2,0,0,0,0,0,1280393,0,0.213101749506581,0.786898250493416,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,3,0,3,6,0,1,2,59,6855088,0,4.40746730947684E-17,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,0,3,0,0,0,0,0,0,0,0.421404301639902,0.578595698360097,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,57,0,0,0.024995452705062,0.97500454729495,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,6,1,2,1,0,1,0,51,0,0,0.023889732682459,0.976110267317538,0,0,1
1,0,1,0,0,1,15,0,15,0,0,2,0,0,31,3,0,2,0,0,0,0,0,0,0,0.488932645940908,0.511067354059097,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,1,2,1,0,1,0,44,0,0,0.084981939125039,0.915018060874972,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,69,6,0,1,0,0,0,0,24,6660907,0,6.65798355376281E-15,1,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,44,3,0,3,0,0,0,0,5,6001,2145,0.41061869543258,0.589381304567411,0,0,1
1,1,1,0,0,1,5,1,5,0,0,1,0,0,107,9,1,2,0,3,1,0,11,6100626,0,4.01681127206945E-13,0.999999999999602,0,0,1
1,0,1,1,0,1,10,0,10,16,0,63,0,0,50,3,0,4,0,0,0,0,2,0,0,0.475642821901157,0.524357178098847,1,1,1
1,1,1,0,0,1,4,1,4,0,0,1,0,0,38,3,0,2,1,0,0,0,3,4255,1914,0.431596811017265,0.568403188982736,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6,0,2,1,1,0,0,0,0,0,0.227554003458996,0.772445996541014,0,0,1
1,0,1,1,0,1,1,0,1,3,0,2,0,0,37,4,0,2,0,0,0,0,1,307132,30533,0.396141441549645,0.603858558450365,1,1,1
1,0,1,1,0,1,24,0,24,4,0,42,0,1,252,5,1,2,5,3,1,0,45,3061300,0,1.87384302135017E-07,0.999999812615687,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,31,3,0,2,0,0,0,0,3,6001,2145,0.455060859341254,0.544939140658754,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,3,0,4,2,0,0,0,0,0,0,0.351458307653262,0.648541692346728,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,20,0,0,0.220533373622863,0.779466626377149,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,77,6,0,2,0,0,0,0,19,6660907,0,5.67398635468672E-15,1,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,135,6,1,4,1,0,7,6,17,6001,2145,0.0555240425359,0.944475957464111,0,0,1
1,1,1,0,0,1,5,1,5,0,0,1,0,0,113,9,1,2,0,3,0,0,11,6100626,0,3.31801523588203E-13,0.999999999999659,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,77,6,0,2,0,0,0,0,24,6660907,0,5.55812079037684E-15,1,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,3,0,4,2,0,0,0,0,0,0,0.351458307653262,0.648541692346728,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3,0,3,7,0,1,2,51,6855088,0,3.25022986984641E-17,1,0,0,1
1,1,1,1,1,1,25,1,25,22,1,30,0,0,78,3,0,7,3,0,0,0,11,104717,36397,0.325462845327329,0.674537154672657,1,1,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,54,3,0,5,2,0,0,0,6,0,0,0.355439148195766,0.644560851804235,0,0,1
1,0,1,1,1,1,4,0,4,3,4,55,0,0,50,4,0,3,0,0,0,0,3,0,0,0.430201137879909,0.569798862120085,1,6,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,69,6,0,1,0,0,0,0,21,6660907,0,6.7422637622265E-15,1,0,0,1
1,0,1,0,0,1,2,0,2,0,0,1,0,0,125,10,1,1,3,0,3,0,6,0,0,0.078185110808602,0.921814889191392,0,0,1
1,1,1,0,0,1,5,1,5,0,0,1,0,0,103,5,0,2,0,0,0,0,21,0,0,0.147538896244114,0.852461103755875,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,19,0,0,0.212641794673599,0.787358205326408,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,69,6,0,1,0,0,0,0,24,6660907,0,6.65798355376281E-15,1,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,69,6,0,1,0,0,0,0,19,6660907,0,6.79677705083078E-15,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,1,4,2,51,0,0,0.026989835098467,0.973010164901535,0,0,1
1,1,1,1,1,1,35,2,35,5,1,52,0,0,232,8,1,3,2,1,3,2,86,0,0,0.000522397500868,0.999477602499134,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,2,0,0,0,0,0,7331405,0,1.11828547017954E-17,1,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,37,3,0,3,2,0,0,0,6,0,0,0.420568123168479,0.579431876831526,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,188,6,2,4,1,0,3,1,36,6001,2145,0.004954482069203,0.995045517930806,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,2,0,0,0,0,19,0,0,0.345455669458367,0.654544330541642,0,0,1
1,0,1,1,1,1,2,0,2,1,1,12,0,0,168,9,2,4,0,1,5,5,12,5261646,0,3.48880948126655E-11,0.999999999965098,1,1,1
1,0,1,1,1,1,36,0,36,2,1,35,0,0,40,5,0,1,0,0,0,0,0,0,0,0.562717881169611,0.437282118830401,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,2,1,0,0,0,0,0,0,0.401550891778718,0.598449108221272,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,53,3,0,2,0,0,0,0,5,6001,2145,0.376050573490045,0.623949426509952,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,2,0,0,0,0,4,0,0,0.409161344996069,0.59083865500394,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,77,6,0,2,0,0,0,0,21,6660907,0,5.62847836562402E-15,1,0,0,1
1,1,1,1,0,1,27,1,27,4,0,23,0,1,66,5,0,1,0,0,0,0,21,0,0,0.391842487435789,0.608157512564204,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,8,1,2,2,1,3,2,43,0,0,0.004027200146409,0.995972799853585,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,2,0,0,0,0,0,0,0,0.459313848068493,0.540686151931502,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,2,0,0,0,0,12,6429140,0,5.76637631182962E-14,0.999999999999943,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,1,0,0,0,0,0,0,0,0.434825826920035,0.565174173079954,0,0,1
1,1,1,0,1,1,1,1,1,0,1,1,0,0,135,3,0,4,1,0,1,0,18,30758,49426,0.038058010811291,0.961941989188715,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,43,3,0,2,0,0,0,0,3,6001,2145,0.415905896295817,0.584094103704171,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,55,3,0,2,2,0,0,0,8,6001,2145,0.365402217886097,0.634597782113908,0,0,1
1,0,1,0,1,1,3,0,3,0,1,13,0,0,26,4,0,1,1,0,0,0,0,0,0,0.470223542601381,0.529776457398618,0,0,1
1,1,1,1,0,1,12,1,12,8,0,51,0,0,138,10,0,1,0,0,1,0,27,0,0,0.062385499907721,0.937614500092289,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,1,0,0,0,0,12,6429140,0,6.74056996999555E-14,0.999999999999943,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,1,2,2,1,3,2,45,0,0,0.004194527668975,0.995805472331019,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,48,3,0,2,0,0,0,0,7,6001,2145,0.394380284079788,0.605619715920213,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,68,5,0,1,0,0,0,0,19,6660907,0,6.94953605221707E-15,1,0,0,1
1,1,1,1,0,1,27,1,27,4,0,23,0,1,65,4,0,1,0,0,0,0,21,0,0,0.396968513854338,0.603031486145663,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,1,0,0,0,0,0,6429140,0,9.09366502277046E-14,0.999999999999915,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,1,2,1,0,1,0,22,0,0,0.223414872738849,0.776585127261157,0,0,1
1,0,1,1,0,1,10,0,10,16,0,63,0,0,54,3,0,4,1,0,0,0,0,0,0,0.459858221826633,0.540141778173362,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,55,0,0,0.022354827596693,0.97764517240331,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,3,0,4,2,0,0,0,0,0,0,0.351458307653262,0.648541692346728,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,20,0,0,0.211974020262044,0.788025979737944,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,42,3,0,2,1,0,0,0,3,6001,2145,0.419349440470263,0.580650559529748,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,34,3,0,2,0,0,0,0,7,6001,2145,0.443060450677352,0.556939549322652,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,5,1,2,0,6,4,3,18,0,0,0.037151069736072,0.962848930263931,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,68,5,0,1,0,0,0,0,24,6660907,0,6.8076231419548E-15,1,0,0,1
1,1,1,0,0,1,5,1,5,0,0,1,0,0,98,4,0,1,0,0,0,0,10,0,0,0.173088928536819,0.826911071463192,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,92,3,1,8,2,0,0,0,9,0,0,0.188334807741039,0.811665192258967,0,0,1
1,1,1,0,1,1,1,1,1,0,1,1,0,0,41,3,0,2,0,0,0,0,0,30758,49426,0.332164501498623,0.667835498501369,0,0,1
1,0,1,1,0,1,10,0,10,16,0,63,0,0,45,3,0,3,1,0,0,0,0,0,0,0.497054061579428,0.502945938420574,1,1,1
1,0,1,1,0,1,6,0,6,3,0,20,0,0,30,3,0,1,1,0,0,0,0,0,0,0.476819808463587,0.523180191536426,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,192,6,2,4,1,0,3,1,36,6001,2145,0.004023648300081,0.995976351699907,0,0,1
1,1,1,1,0,1,15,3,15,6,0,50,0,0,96,3,1,3,0,2,1,0,26,2089669,0,0.012515658340111,0.987484341659879,1,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,3,0,4,2,0,0,0,0,0,0,0.351458307653262,0.648541692346728,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6,0,2,2,0,0,0,0,0,0,0.334048853018658,0.665951146981344,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
1,1,1,0,0,1,5,1,5,0,0,1,0,0,134,9,2,2,0,3,1,0,11,6100626,0,1.5801474894212E-13,0.99999999999983,0,0,1
1,0,1,1,0,1,6,0,6,3,0,20,0,0,31,3,0,1,1,0,0,0,0,0,0,0.47392083383976,0.526079166160241,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,0,3,6,0,1,2,54,6855088,0,2.5360203794581E-17,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,7,0,2,1,0,0,0,0,0,0,0.325388649312833,0.674611350687159,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,8,1,1,1,0,3,0,6,0,0,0.107829907423884,0.892170092576103,0,0,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,40,3,0,2,0,0,0,0,9,6001,2145,0.421923118141019,0.57807688185898,0,0,1
1,1,1,1,1,1,14,3,14,5,3,27,0,0,126,3,1,3,4,2,1,0,39,2089669,0,0.004070173237821,0.995929826762188,1,1,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,80,7,0,1,1,0,0,0,18,0,0,0.235300047975818,0.764699952024183,0,0,1
1,0,1,1,1,1,36,0,36,2,1,35,0,0,39,4,0,1,0,0,0,0,0,0,0,0.566365562663389,0.433634437336599,1,1,1
1,1,1,1,1,1,5,1,5,5,4,83,0,0,50,4,0,3,0,0,0,0,2,0,0,0.472640281208594,0.527359718791415,1,7,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,3,0,4,2,0,0,0,0,0,0,0.351458307653262,0.648541692346728,0,0,1
1,0,1,0,0,1,7,0,7,0,0,1,0,0,46,4,0,3,0,0,0,0,0,0,0,0.411513518738399,0.588486481261607,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,26,3,0,2,0,0,0,0,0,876776,0,0.329881401748916,0.670118598251074,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,1,2,1,0,1,0,22,0,0,0.214860435816947,0.785139564183058,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7,0,1,1,0,0,0,0,0,0,0.329897988547638,0.670102011452355,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,50,0,0,0.023041619038177,0.976958380961818,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,32,3,0,2,0,0,0,0,2,0,0,0.436914961799436,0.563085038200561,0,0,1
1,0,1,0,0,1,12,0,12,0,0,16,0,0,30,3,0,2,0,0,0,0,0,7908522,0,3.00059894446932E-20,1,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,2,0,0,0,0,1,4379768,18305,7.40120237807344E-07,0.999999259879776,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,19,0,0,0.221220542667351,0.778779457332653,0,0,1
1,1,1,1,0,1,12,1,12,8,0,51,0,0,203,10,1,1,0,2,4,2,49,0,0,0.002733171050311,0.997266828949675,1,1,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,38,3,0,2,0,0,0,0,5,6001,2145,0.431762224402505,0.568237775597506,0,0,1
1,0,1,1,0,1,10,0,10,16,0,63,0,0,41,3,0,3,0,0,0,0,2,0,0,0.510611570097854,0.48938842990216,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,10,0,3,1,0,0,0,3,27660,10110,0.142398188572727,0.857601811427282,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6,0,3,1,0,0,0,0,0,0,0.321056764616274,0.678943235383725,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,0,3,1,0,0,0,0,0,0,0.312728673214557,0.687271326785449,0,0,1
