Presence of JS,Presence of NS,Presence of internal JS,Presence of image,Presence of iframe,Presence of links,Number of JS,Number of NS,Number of internal JS,Number of image,Nuber of iframes,Number of links,Number of sms API call,Number of tel API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4,0,4,2,0,0,0,0,0,0,0.317199932716425,0.682800067283571,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4,0,4,2,0,0,0,0,0,0,0.317199932716425,0.682800067283571,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4,0,4,2,0,0,0,0,0,0,0.317199932716425,0.682800067283571,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4,0,4,2,0,0,0,0,0,0,0.317199932716425,0.682800067283571,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4,0,4,2,0,0,0,0,0,0,0.317199932716425,0.682800067283571,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4,0,4,2,0,0,0,0,0,0,0.317199932716425,0.682800067283571,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,3,0,4,2,0,0,0,0,0,0,0.351458307653262,0.648541692346728,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,3,0,4,2,0,0,0,0,0,0,0.355570401182519,0.64442959881749,0,0,1
1,0,1,1,0,1,16,0,16,3,0,82,0,0,17,2,0,1,0,0,0,0,0,38,27,0.606833175696055,0.393166824303947,0,0,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,23,2,0,2,0,0,0,0,0,1,1,0.494558385297195,0.505441614702797,1,1,0
1,1,1,1,0,1,6,1,6,20,0,331,0,0,24,2,0,2,0,0,0,0,0,11,8,0.964614919230152,0.035385080769853,1,1,0
1,1,1,1,0,1,8,17,8,54,0,99,0,0,19,2,0,1,0,0,0,0,0,192,253,0.679869840957118,0.320130159042877,1,2,0
1,1,1,1,0,1,24,54,24,54,0,119,0,0,17,2,0,2,0,0,0,0,0,134,6,0.759821523081109,0.240178476918905,0,0,0
1,0,1,1,0,1,21,0,21,15,0,85,0,0,18,2,0,1,0,0,0,0,0,75,106,0.640394663749259,0.359605336250727,0,0,0
1,0,1,0,1,1,35,0,35,0,1,14,0,0,22,3,0,2,0,0,0,0,0,2,2,0.592821109232066,0.407178890767932,0,0,0
1,0,1,0,0,1,14,0,14,0,0,133,0,0,22,3,0,2,0,0,0,0,0,37,20,0.669689712675409,0.330310287324605,1,1,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,46,5,0,2,1,0,0,0,0,1,1,0.421688986024082,0.578311013975929,1,1,0
1,1,1,1,1,1,21,1,21,21,2,107,0,0,32,4,0,2,1,0,0,0,0,21,15,0.647801946249766,0.352198053750235,1,1,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,23,3,0,2,0,0,0,0,0,1,1,0.497959354677212,0.502040645322791,1,1,0
1,0,1,1,0,1,6,0,6,12,0,38,0,0,15,2,0,1,0,0,0,0,0,224,40,0.539181281816109,0.460818718183893,0,0,0
1,1,1,1,0,1,16,1,16,2,0,50,0,0,20,2,0,1,0,0,0,0,0,8,5,0.560579283829682,0.439420716170333,1,1,0
1,0,1,1,1,1,5,0,5,7,1,107,0,0,20,2,0,1,0,0,0,0,0,66,31,0.609774428493903,0.390225571506099,1,3,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,28,3,0,2,0,0,0,0,0,1,1,0.481398779307046,0.518601220692944,1,1,0
1,0,1,1,0,1,3,0,3,42,0,16,0,0,23,2,0,2,0,0,0,0,0,332,93,0.541446179094344,0.458553820905654,0,0,0
1,0,1,0,0,1,14,0,14,0,0,133,0,0,17,2,0,1,0,0,0,0,0,37,20,0.679779795630076,0.320220204369923,1,1,0
1,0,1,1,1,1,5,0,5,7,1,108,0,0,25,3,0,2,0,0,0,0,0,66,31,0.599561865729744,0.400438134270259,1,3,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,27,2,0,2,0,0,0,0,0,1,1,0.484340280367696,0.515659719632314,1,1,0
1,1,1,1,0,1,31,15,31,51,0,679,0,9,22,2,0,1,0,0,0,0,0,1130,405,0.999998082593512,1.9174064905419E-06,1,1,0
1,0,1,1,0,1,9,0,9,2,0,36,0,0,17,2,0,1,0,0,0,0,0,545,2037,0.532335694943247,0.467664305056755,1,1,0
1,1,1,1,0,1,3,1,3,2,0,3,0,0,18,2,0,1,0,0,0,0,0,13,3,0.486977171057845,0.513022828942168,1,1,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,24,2,0,2,0,0,0,0,0,1,1,0.492098606108066,0.507901393891928,1,1,0
1,0,1,1,0,1,23,0,23,300,0,505,0,0,29,3,0,2,0,0,0,0,0,1,1,0.99998279060572,1.72093942879199E-05,0,0,0
1,1,1,1,1,1,6,1,6,7,1,55,0,0,22,3,0,1,0,0,0,0,0,417,164,0.535262077886345,0.464737922113661,1,1,0
1,0,1,1,0,1,17,0,17,5,0,79,0,0,25,4,0,2,0,0,0,0,0,38,27,0.59004592803707,0.409954071962942,0,0,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,24,2,0,2,0,0,0,0,0,1,1,0.492098606108066,0.507901393891928,1,1,0
1,0,1,1,0,1,18,0,18,109,0,115,0,0,18,2,0,1,0,0,0,0,0,78,96,0.814588220740987,0.185411779259025,1,2,0
1,1,1,1,0,1,8,17,8,54,0,99,0,0,30,4,0,2,1,0,0,0,0,192,253,0.654484396869191,0.345515603130796,1,2,0
1,1,1,0,0,1,18,1,18,0,0,1,0,0,23,2,0,2,0,0,0,0,0,1,1,0.520828487538085,0.479171512461902,0,0,0
1,1,1,1,1,1,6,1,6,35,1,282,0,1,23,2,0,1,0,0,0,0,0,446,372,0.929874099002434,0.070125900997555,1,1,0
1,0,1,0,1,1,35,0,35,0,1,14,0,0,19,2,0,1,0,0,0,0,0,2,2,0.59982560972608,0.400174390273913,0,0,0
1,1,1,1,0,1,30,15,30,51,0,679,0,9,27,3,0,2,0,0,0,0,0,1130,405,0.999997947768267,2.05223173606241E-06,1,1,0
1,1,1,1,1,1,25,1,25,8,1,59,0,1,27,2,0,1,0,0,0,0,0,3936,2620,0.595306602934506,0.404693397065484,1,3,0
1,1,1,1,0,1,11,1,11,2,0,11,0,0,14,2,0,1,0,0,0,0,0,23,3,0.524310746511283,0.47568925348873,1,1,0
1,0,1,0,1,1,35,0,35,0,1,14,0,0,39,3,1,3,0,0,1,0,0,2,2,0.544101359946621,0.455898640053374,0,0,0
1,1,1,1,0,1,61,1,61,22,0,209,0,0,27,3,0,2,0,0,0,0,0,1,1,0.911042544311505,0.088957455688484,1,2,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,23,2,0,2,0,0,0,0,0,1,1,0.494558385297195,0.505441614702797,1,1,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,22,2,0,2,0,0,0,0,0,1,1,0.500585872275595,0.499414127724411,1,1,0
1,0,1,1,0,1,23,0,23,300,0,505,0,0,23,2,0,2,0,0,0,0,0,1,1,0.999983854039078,1.61459609281973E-05,0,0,0
1,0,1,0,0,0,19,0,19,0,0,0,0,0,17,2,0,1,0,0,0,0,0,156,112,0.537285368407717,0.462714631592275,0,0,0
1,1,1,1,0,1,61,1,61,22,0,209,0,0,26,2,0,2,0,0,0,0,0,1,1,0.91197217188922,0.088027828110782,1,2,0
1,1,1,1,0,1,8,1,8,20,0,249,0,0,41,4,0,3,0,1,0,0,0,11,8,0.858777538900166,0.141222461099822,1,1,0
1,1,1,0,0,1,18,1,18,0,0,1,0,0,27,3,0,2,0,0,0,0,0,1,1,0.510386046025299,0.489613953974708,0,0,0
1,1,1,1,1,1,21,1,21,21,2,107,0,0,21,2,0,1,0,0,0,0,0,21,15,0.674664726290856,0.325335273709144,1,1,0
1,1,1,1,1,1,6,1,6,7,1,55,0,0,21,2,0,1,0,0,0,0,0,417,164,0.537811229138802,0.462188770861205,1,1,0
1,1,1,1,0,1,4,2,4,32,0,326,0,0,24,2,0,2,0,0,0,0,0,11,8,0.963222810814522,0.036777189185469,1,1,0
1,1,1,1,0,1,48,46,48,144,0,351,0,0,20,2,0,2,0,0,0,0,0,1761,33,0.995897841968974,0.004102158031038,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,1832,66,0.479871663404701,0.520128336595294,0,0,0
1,1,1,1,1,1,7,12,7,10,1,54,0,0,19,2,0,1,0,0,0,0,0,1238,437,0.551225323284924,0.448774676715064,1,3,0
1,1,1,1,1,1,29,3,29,18,2,178,0,0,17,2,0,1,0,0,0,0,0,932,442,0.816805524491427,0.183194475508562,1,3,0
1,1,1,1,0,1,117,1,117,97,0,237,0,0,17,2,0,1,0,0,0,0,0,245,4,0.990627310341797,0.009372689658211,1,2,0
1,0,1,1,0,1,6,0,6,1,0,28,0,0,17,2,0,1,0,0,0,0,0,109,3,0.512635595396813,0.487364404603179,1,1,0
1,0,1,1,0,1,24,0,24,145,0,308,0,0,24,2,0,1,0,0,0,0,0,412,404,0.986192540111002,0.013807459888992,1,1,0
1,0,1,1,0,1,4,0,4,5,0,12,0,0,14,2,0,1,0,0,0,0,0,1164,3948,0.510228581491578,0.489771418508417,0,0,0
1,0,1,1,0,1,17,0,17,7,0,28,0,0,21,2,0,1,0,0,0,0,0,41478,18425,0.549927133001633,0.450072866998371,0,0,0
1,0,1,1,0,1,6,0,6,1,0,28,0,0,21,2,0,2,0,0,0,0,0,71,3,0.503706393008325,0.496293606991672,1,1,0
1,1,1,1,1,1,28,2,28,32,2,215,0,0,16,2,0,1,0,0,0,0,0,327,99,0.880093912876209,0.119906087123782,1,1,0
1,1,1,1,0,1,16,1,16,3,0,100,0,0,20,2,0,1,0,0,0,0,0,43,17,0.627687229560347,0.372312770439649,0,0,0
1,0,1,1,0,1,14,0,14,37,0,99,0,0,27,2,0,2,0,0,0,0,0,377,530,0.649555855250596,0.350444144749409,1,1,0
1,0,1,1,0,1,8,0,8,29,0,127,0,0,17,2,0,1,0,0,0,0,0,452,185,0.6870521747832,0.312947825216803,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,0,0,0,0,0,1535,102,0.469315740673975,0.530684259326024,0,0,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,23,2,0,2,0,0,0,0,1,1,1,0.497507675257875,0.502492324742128,1,1,0
1,0,1,1,0,1,6,0,6,7,0,30,0,0,28,2,0,2,0,0,0,0,0,1,1,0.495137217381885,0.504862782618112,0,0,0
1,1,1,1,0,1,28,3,28,66,0,392,0,0,17,2,0,1,0,0,0,0,0,193,5,0.994465509646854,0.00553449035316,1,1,0
1,1,1,1,1,1,23,2,23,32,1,163,0,0,22,2,0,1,0,0,0,0,0,131,9,0.784031578012483,0.21596842198752,1,1,0
1,1,1,1,1,1,16,1,16,73,1,458,0,0,26,2,0,1,0,0,0,0,0,146,54,0.998479679663068,0.001520320336919,1,1,0
1,1,1,1,0,1,13,13,13,24,0,85,0,0,21,2,0,1,0,0,0,0,0,1653,644,0.624252701786548,0.375747298213451,0,0,0
1,0,1,1,0,1,1,0,1,25,0,113,0,0,14,2,0,1,0,0,0,0,1,3291,1480,0.644515918684521,0.355484081315471,1,1,0
1,0,1,1,0,1,6,0,6,1,0,28,0,0,17,2,0,1,0,0,0,0,0,115,8,0.512641930730872,0.487358069269127,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,1036,583,0.470135493828377,0.529864506171625,0,0,0
1,1,1,1,1,1,16,5,16,13,2,1356,0,0,14,2,0,1,0,0,0,0,0,3483,2363,1,1.63509761056195E-21,0,0,0
1,1,1,1,0,1,6,1,6,29,0,564,0,0,24,2,0,2,0,0,0,0,0,11,8,0.999864332729464,0.000135667270529,1,1,0
1,0,1,1,0,1,6,0,6,1,0,28,0,0,20,2,0,2,0,0,0,0,0,91,5,0.505977948817295,0.494022051182715,1,1,0
1,0,1,1,1,1,35,0,35,7,1,95,0,0,17,2,0,1,0,0,0,0,0,196,80,0.694006835987601,0.305993164012394,1,2,0
1,0,1,1,0,1,14,0,14,12,0,275,0,0,23,2,0,1,0,0,0,0,0,658,166,0.919820602346512,0.080179397653494,1,1,0
1,1,1,1,1,1,52,1,52,13,2,168,0,0,19,2,0,1,0,0,0,0,0,344,227,0.849731932434843,0.150268067565159,1,2,0
1,0,1,1,0,1,7,0,7,1,0,7,0,0,22,2,0,1,0,0,0,0,0,8668,3535,0.494564778440999,0.505435221558997,1,1,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,22,2,0,2,0,0,0,0,0,1,1,0.500585872275595,0.499414127724411,1,1,0
1,0,1,1,0,1,10,0,10,37,0,150,0,0,20,2,0,1,0,0,0,0,0,296,121,0.737979184733192,0.262020815266796,1,1,0
1,1,1,1,0,1,28,1,28,1,0,226,0,0,15,2,0,1,0,0,0,0,0,56,16,0.876930800943173,0.123069199056832,1,2,0
1,0,1,1,0,1,28,0,28,35,0,152,0,0,13,2,0,1,0,0,0,0,0,60,6,0.794261622572801,0.205738377427198,1,1,0
1,1,1,1,1,1,27,2,27,9,3,60,0,0,21,2,0,1,0,0,0,0,0,161,116,0.616831882475131,0.383168117524857,1,2,0
1,1,1,1,0,1,4,1,4,31,0,294,0,0,24,2,0,2,0,0,0,0,0,11,8,0.937776172381108,0.06222382761889,1,1,0
1,1,1,0,0,1,13,1,13,0,0,373,0,0,18,2,0,1,0,0,0,0,0,231,133,0.984460108299898,0.015539891700095,1,1,0
1,0,1,1,0,1,8,0,8,3,0,91,0,0,18,2,0,2,0,0,0,0,0,635,21,0.592259387825833,0.407740612174173,1,3,0
1,1,1,1,0,1,125,1,125,80,0,207,0,0,20,2,0,2,0,0,0,0,0,51,4,0.98678903280286,0.013210967197148,1,1,0
1,1,1,1,0,1,18,1,18,3,0,29,0,0,20,2,0,1,0,0,0,0,0,5993,1446,0.550995879010437,0.44900412098956,1,1,0
1,0,1,0,0,0,1,0,1,0,0,0,0,0,17,2,0,1,0,0,0,0,0,549,891,0.479948436896786,0.520051563103224,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,1,0,0,0,0,0,10388,3019,0.458192234176648,0.541807765823364,0,0,0
1,1,1,1,0,1,21,26,21,28,0,156,0,0,18,2,0,1,0,0,0,0,0,4464,1935,0.774433277338131,0.225566722661875,1,1,0
1,0,1,1,0,1,58,0,58,1,0,145,0,0,19,2,0,1,0,0,0,0,1,1837,303,0.826500475881107,0.173499524118886,1,5,0
1,0,1,1,0,1,11,0,11,31,0,84,0,0,18,2,0,1,0,0,0,0,0,4779,2388,0.631626709965348,0.368373290034662,0,0,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,25,2,0,2,0,0,0,0,0,1,1,0.493205624306244,0.506794375693753,1,1,0
1,1,1,1,0,1,16,1,16,2,0,50,0,0,14,2,0,1,0,0,0,0,0,4823,5670,0.577735461475614,0.422264538524385,1,1,0
1,1,1,1,0,1,13,1,13,16,0,170,0,0,15,2,0,1,0,0,0,0,0,444,175,0.765401151317264,0.23459884868274,1,1,0
1,0,1,1,0,1,3,0,3,42,0,16,0,0,25,2,0,2,0,0,0,0,0,332,93,0.536492364783263,0.463507635216724,0,0,0
1,1,1,1,1,1,10,1,10,9,1,98,0,0,36,2,0,2,0,0,0,0,0,1,1,0.570264427678235,0.429735572321768,0,0,0
1,0,1,1,0,1,12,0,12,16,0,187,0,0,15,2,0,1,0,0,0,0,0,128,107,0.793677853360719,0.206322146639294,1,3,0
1,1,1,1,1,1,19,1,19,32,1,238,0,0,21,2,0,1,0,0,0,0,0,1982,798,0.892604405696822,0.107395594303169,1,10,0
1,0,1,1,0,1,5,0,5,1,0,43,0,0,29,2,0,1,0,0,0,0,0,73961,100252,0.122326241016438,0.877673758983549,0,0,0
1,0,1,0,0,1,28,0,28,0,0,43,0,0,28,2,0,2,0,0,0,0,0,1,1,0.573765487132422,0.426234512867583,1,1,0
1,1,1,1,0,1,3,1,3,2,0,3,0,0,20,2,0,2,0,0,0,0,0,81,4,0.482398659330849,0.517601340669165,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,0,0,0,0,0,2308,79,0.469288433286217,0.530711566713779,0,0,0
1,1,1,1,0,1,15,1,15,40,0,97,0,0,14,2,0,1,0,0,0,0,0,3962,1070,0.681449205456112,0.318550794543877,1,2,0
1,0,1,1,0,1,6,0,6,6,0,169,0,0,16,2,0,1,0,0,0,0,0,3447,1538,0.736109599074258,0.263890400925734,1,2,0
1,1,1,1,1,1,12,1,12,40,1,137,0,0,17,2,0,1,0,0,0,0,0,14402,3943,0.732986517757561,0.267013482242428,1,2,0
1,1,1,1,0,1,4,1,4,34,0,235,0,0,24,2,0,2,0,0,0,0,0,11,8,0.865178155926755,0.134821844073255,1,1,0
1,0,1,1,0,1,22,0,22,13,0,169,0,0,23,2,0,2,0,0,0,0,0,1,1,0.77004070943589,0.229959290564123,1,1,0
1,0,1,0,0,1,4,0,4,0,0,4,0,0,21,2,0,1,0,0,0,0,0,333,201,0.481336716030531,0.518663283969476,0,0,0
1,1,1,1,0,1,75,2,75,157,0,793,0,0,21,2,0,2,0,0,0,0,0,92,6,0.999999996118504,3.88150524038776E-09,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,1,0,0,0,0,0,58288,24622,0.437960592900893,0.562039407099094,0,0,0
1,1,1,1,1,1,11,3,11,67,1,393,0,0,23,2,0,1,0,0,0,0,0,126,116,0.992799396538216,0.007200603461791,1,1,0
1,0,1,1,0,1,9,0,9,11,0,136,0,0,22,2,0,1,0,0,0,0,0,160,0,0.673478556355613,0.326521443644382,1,2,0
1,0,1,1,0,1,12,0,12,1,0,7,0,0,23,2,0,2,0,0,0,0,0,1,1,0.504332226695898,0.495667773304108,1,1,0
1,1,1,1,0,1,41,2,41,72,0,278,0,0,15,2,0,1,0,0,0,0,0,74,88,0.967178497594481,0.032821502405526,1,2,0
1,1,1,1,0,1,12,1,12,3,0,13,0,0,19,2,0,1,0,0,0,0,0,2681,1176,0.521361818608893,0.47863818139112,1,2,0
1,0,1,0,0,1,1,0,1,0,0,1,0,0,17,2,0,1,0,0,0,0,0,356,184,0.479579062060708,0.520420937939284,0,0,0
1,1,1,1,0,1,26,20,26,46,0,211,0,0,23,2,0,2,0,0,0,0,0,1077,758,0.877133621771505,0.122866378228494,0,0,0
1,0,1,0,0,1,34,0,34,0,0,61,0,0,22,2,0,1,0,0,0,0,0,852,264,0.630202140500843,0.369797859499159,0,0,0
1,1,1,1,1,1,20,1,20,4,1,120,0,0,19,2,0,1,0,0,0,0,0,67,24,0.676206804271635,0.323793195728373,0,0,0
1,0,1,1,0,1,12,0,12,21,0,56,0,3,23,2,0,1,0,0,0,0,0,1332,759,0.572629598863876,0.427370401136112,1,2,0
1,1,1,1,1,1,79,525,79,1111,1,1084,0,0,23,2,0,2,0,0,0,0,0,233,137,1,8.57199198110157E-30,1,1,0
1,1,1,1,1,1,13,1,13,10,1,313,0,0,18,2,0,1,0,0,0,0,0,93,64,0.956049214449621,0.043950785550375,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,640,460,0.457831298978765,0.542168701021242,0,0,0
1,1,1,1,0,1,3,1,3,2,0,3,0,0,17,2,0,1,0,0,0,0,0,108,4,0.489055749076104,0.510944250923892,1,1,0
1,1,1,0,1,0,30,1,30,0,1,0,0,0,23,2,0,1,0,0,0,0,0,252,432,0.565150314515788,0.434849685484214,0,0,0
1,0,1,1,0,1,21,0,21,89,0,450,0,0,19,2,0,1,0,0,0,0,0,256,301,0.998604956044065,0.001395043955946,1,7,0
1,1,1,1,1,1,9,1,9,52,1,226,0,0,16,2,0,1,0,0,0,0,0,987,515,0.881228573965878,0.118771426034117,1,7,0
1,1,1,1,0,1,3,1,3,23,0,116,0,0,15,2,0,1,0,0,0,0,0,52,51,0.649964893397792,0.350035106602204,1,3,0
1,1,1,1,0,1,15,1,15,5,0,64,0,0,18,2,0,1,0,0,0,0,0,104,45,0.580935129561025,0.419064870438989,0,0,0
1,0,1,1,0,1,11,0,11,31,0,84,0,0,18,2,0,1,0,0,0,0,0,26030,12193,0.635019691192866,0.364980308807136,0,0,0
1,0,1,1,0,1,20,0,20,7,0,30,0,0,20,2,0,1,0,0,0,0,0,288,100,0.561857490686341,0.438142509313673,0,0,0
1,1,1,1,1,1,42,1,42,32,1,98,0,0,18,2,0,1,0,0,0,0,0,270,522,0.749243062799168,0.250756937200823,1,1,0
1,0,1,1,0,1,97,0,97,12,0,97,0,0,16,2,0,1,0,0,0,0,0,69,43,0.892543145638955,0.107456854361033,1,1,0
1,0,1,1,0,1,9,0,9,1,0,7,0,0,28,2,0,2,0,0,0,0,0,1,0,0.481627197828617,0.518372802171383,1,1,0
1,0,1,0,0,1,3,0,3,0,0,16,0,0,24,2,0,2,0,0,0,0,0,1,1,0.477468542247285,0.522531457752705,1,1,0
1,0,1,1,0,1,63,0,63,68,0,96,0,0,22,2,0,2,0,0,0,0,0,12,4,0.844375454237262,0.155624545762738,1,1,0
1,1,1,1,1,1,29,1,29,4,1,42,0,5,22,2,0,1,0,0,0,0,0,10549,5527,0.601856204829284,0.398143795170712,1,1,0
1,0,1,1,0,1,1,0,1,3,0,19,0,0,23,2,0,2,0,0,0,0,0,1,1,0.479648191069194,0.520351808930801,0,0,0
1,1,1,1,0,1,44,2,44,42,0,322,0,0,22,2,0,2,0,0,0,0,0,411,154,0.979609738559926,0.020390261440061,0,0,0
1,0,1,1,0,1,3,0,3,11,0,62,0,0,12,2,0,1,0,0,0,0,0,181,198,0.559584973465715,0.440415026534283,0,0,0
0,0,0,1,0,1,0,0,0,16,0,21,0,0,21,2,0,1,0,0,0,0,0,264,320,0.500472033754169,0.499527966245818,0,0,0
1,1,1,1,1,1,22,141,22,282,2,507,0,0,19,2,0,1,0,0,0,0,0,1042,37,0.999978886148017,2.11138519950432E-05,1,2,0
1,1,1,1,0,1,31,5,31,5,0,300,0,0,16,2,0,1,0,0,0,0,0,39,9,0.957544739747356,0.042455260252659,1,1,0
1,0,1,1,0,1,20,0,20,6,0,63,0,0,27,2,0,2,0,0,0,0,0,1,1,0.576322683758557,0.423677316241439,0,0,0
1,0,1,0,0,1,3,0,3,0,0,12,0,0,24,2,0,2,0,0,0,0,0,12,4,0.475002427354756,0.524997572645234,1,1,0
1,1,1,1,0,1,67,7,67,30,0,74,0,0,21,2,0,2,0,0,0,0,0,12,4,0.799139679833737,0.200860320166267,1,2,0
1,1,1,1,0,1,4,1,4,21,0,588,0,0,24,2,0,2,0,0,0,0,0,11,8,0.999929158810662,7.08411893284389E-05,1,1,0
1,1,1,1,0,1,10,1,10,13,0,155,0,0,18,2,0,1,0,0,0,0,0,33,13,0.722072325704752,0.277927674295253,0,0,0
1,1,1,1,1,1,12,2,12,6,2,90,0,0,19,2,0,1,0,0,0,0,0,608,327,0.606062092864836,0.393937907135178,1,2,0
1,1,1,1,0,1,5,1,5,26,0,595,0,0,24,2,0,2,0,0,0,0,0,11,8,0.999945286290447,5.4713709554885E-05,1,1,0
1,1,1,1,1,1,22,32,22,64,2,153,0,0,14,2,0,1,0,0,0,0,0,283,52,0.818086055335712,0.181913944664276,1,2,0
1,1,1,1,0,1,5,1,5,26,0,140,0,0,29,2,0,2,0,0,0,0,0,1,1,0.672990462281328,0.327009537718659,1,1,0
1,0,1,0,0,0,30,0,30,0,0,0,0,0,21,2,0,1,0,0,0,0,0,152,91,0.568987566275612,0.4310124337244,0,0,0
1,0,1,1,0,1,6,0,6,1,0,28,0,0,17,2,0,1,0,0,0,0,0,118,3,0.512635634545083,0.48736436545491,1,1,0
1,0,1,1,0,1,20,0,20,14,0,115,0,0,24,2,0,1,0,0,0,0,0,416,245,0.669048804950325,0.330951195049669,0,0,0
1,0,1,1,0,1,82,0,82,132,0,450,0,0,15,2,0,1,0,0,0,0,0,308,122,0.999716498450576,0.000283501549413,1,9,0
1,0,1,1,1,1,40,0,40,111,1,845,0,0,19,2,0,1,0,0,0,0,0,141,47,0.999999998580108,1.41989383875838E-09,1,2,0
1,1,1,1,1,1,9,2,9,36,1,483,0,0,14,2,0,1,0,0,0,0,0,1134,1093,0.998943762279582,0.001056237720424,1,5,0
1,1,1,1,0,1,79,60,79,171,0,179,0,0,19,2,0,1,0,0,0,0,0,205,150,0.98047910838401,0.01952089161599,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,7436,3926,0.479859511050274,0.520140488949715,0,0,0
1,1,1,1,0,1,23,3,23,33,0,77,0,0,19,2,0,1,0,0,0,0,0,244,176,0.659990749041497,0.340009250958497,1,3,0
1,1,1,1,0,1,11,1,11,106,0,267,0,0,19,2,0,1,0,0,0,0,0,1862,324,0.954707612158076,0.045292387841916,1,11,0
1,1,1,1,1,1,51,1,51,41,1,261,0,0,18,2,0,1,0,0,0,0,0,315,16,0.954407799854955,0.045592200145038,1,1,0
1,0,1,1,0,1,5,0,5,26,0,26,0,0,25,2,0,2,0,0,0,0,0,1,1,0.523536614761114,0.476463385238891,0,0,0
1,1,1,1,0,1,89,4,89,22,0,185,0,0,15,2,0,1,0,0,0,0,0,53,5,0.940698788589983,0.059301211410024,1,2,0
1,1,1,0,0,1,16,1,16,0,0,95,0,0,13,2,0,1,0,0,0,0,0,463371,0,0.594927072071395,0.405072927928618,0,0,0
1,1,1,1,0,1,13,2,13,27,0,392,0,0,27,2,0,1,0,0,0,0,0,214,87,0.990075331645882,0.009924668354129,1,1,0
1,0,1,1,1,1,8,0,8,7,1,30,0,0,16,2,0,1,0,0,0,0,0,17,14,0.530097817832501,0.46990218216749,0,0,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,20,2,0,2,0,0,0,0,0,163,5,0.505193451640014,0.494806548359977,1,1,0
1,1,1,1,1,1,56,2,56,113,1,368,0,0,19,2,0,1,0,0,0,0,0,154,149,0.996310761482039,0.003689238517965,1,3,0
1,1,1,1,1,1,5,1,5,52,1,86,0,0,17,2,0,1,0,0,0,0,0,1516,2519,0.652460660420591,0.347539339579403,1,1,0
1,1,1,1,1,1,44,1,44,21,2,285,0,0,15,2,0,1,0,0,0,0,0,609,705,0.960172177541429,0.039827822458566,0,0,0
0,0,0,1,0,1,0,0,0,1,0,6,0,0,19,2,0,1,0,0,0,0,0,55,30,0.475827485737827,0.524172514262166,0,0,0
1,0,1,1,0,1,6,0,6,1,0,28,0,0,17,2,0,1,0,0,0,0,0,124,3,0.512635660627739,0.487364339372272,1,1,0
1,0,1,1,0,1,66,0,66,5,0,38,0,1,19,2,0,1,0,0,0,0,0,62,33,0.743971692898897,0.256028307101099,0,0,0
1,0,1,1,0,1,6,0,6,1,0,28,0,0,17,2,0,1,0,0,0,0,0,77,3,0.512635455966873,0.487364544033115,1,1,0
1,0,1,0,0,0,9,0,9,0,0,0,0,0,17,2,0,1,0,0,0,0,0,31,18,0.503528756790504,0.496471243209488,0,0,0
