Presence of JS,Presence of NS,Presence of external JS,Presence of internal JS,Presence of image,Presence of iframe,Presence of redirects,Presence of links,Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Number of mms API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of semi-colon,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,22,2,0,1,0,0,0,0,0,0,3423,3668,0.47638031196734065,0.5236196880326541,0,0,0
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,17,2,0,1,0,0,0,0,0,0,892,1206,0.48298254822944003,0.5170174517705486,0,0,0
1,0,0,1,1,0,0,1,19,0,0,19,76,0,0,346,0,0,0,0,20,2,0,1,0,0,0,0,0,0,478,180,0.9851840661786091,0.014815933821388547,1,2,0
1,1,0,1,1,0,0,1,15,1,0,15,21,0,0,111,0,0,0,0,29,2,0,1,0,0,0,0,0,0,37163,5614,0.6483883603685802,0.35161163963141534,0,0,0
1,1,0,1,1,0,0,1,24,104,0,24,213,0,0,282,0,0,0,0,21,2,0,1,0,0,0,0,0,0,16953,3505,0.9923021269326123,0.007697873067390641,1,1,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,28,0,0,0,0,21,2,0,2,0,0,0,0,0,0,176,8,0.5037131625449935,0.49628683745500984,1,1,0
1,0,0,1,1,0,0,1,10,0,0,10,1,0,0,32,0,0,0,0,20,2,0,1,0,0,0,0,0,0,5111,3499,0.5258507522711606,0.4741492477288321,0,0,0
1,1,0,1,1,1,0,1,10,2,0,10,14,2,0,99,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1887,702,0.6219663681911608,0.37803363180884003,1,2,0
1,1,0,1,1,0,0,1,26,1,0,26,20,0,0,146,0,0,0,0,15,2,0,1,0,0,0,0,0,0,382,182,0.7614106770042958,0.23858932299569988,0,0,0
1,1,0,1,1,1,0,1,29,1,0,29,8,1,0,124,0,0,0,0,15,2,0,1,0,0,0,0,0,0,4687,2437,0.724122237318994,0.27587776268100345,1,3,0
1,0,0,1,0,0,0,1,6,0,0,6,0,0,0,10,0,0,0,0,21,2,0,1,0,0,0,0,0,0,30,19,0.4904591717597576,0.509540828240242,0,0,0
1,1,0,1,1,0,0,1,8,35,0,8,72,0,0,186,0,0,0,0,25,2,0,1,0,0,0,0,0,0,1429,0,0.8343519407810891,0.16564805921890274,1,1,0
1,1,0,1,1,1,0,1,16,1,0,16,41,1,0,104,0,0,0,0,21,2,0,1,0,0,0,0,0,0,6865,5638,0.6869353919058837,0.3130646080941224,1,3,0
1,1,0,1,1,1,0,1,22,1,0,22,12,1,0,241,0,0,0,0,20,2,0,1,0,0,0,0,0,0,54070,19648,0.8901668655216425,0.1098331344783457,1,4,0
1,1,0,1,1,1,0,1,60,1,0,60,76,1,0,924,0,0,0,0,20,2,0,1,0,0,0,0,0,0,186,12,0.9999999999612044,3.878184180010605e-11,0,0,0
1,0,0,1,1,0,0,1,12,0,0,12,1,0,0,7,0,0,0,0,17,2,0,1,0,0,0,0,0,0,3006,364,0.5184470898385831,0.48155291016141233,1,1,0
1,1,0,1,1,1,1,1,59,3,0,59,46,1,1,379,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1004,18,0.9950178891373563,0.0049821108626318085,0,0,0
1,1,0,1,1,1,0,1,35,1,0,35,43,2,0,279,0,0,0,0,21,2,0,1,0,0,0,0,0,0,2035,774,0.953839283067547,0.0461607169324453,1,3,0
1,1,0,1,1,1,0,1,22,5,0,22,3,1,0,35,0,0,0,0,24,2,0,1,0,0,0,0,0,0,133,133,0.5603062144912011,0.43969378550879346,0,0,0
1,0,0,1,1,0,0,1,42,0,0,42,152,0,0,365,0,0,0,0,16,2,0,1,0,0,0,0,0,0,10443,307,0.9968523184418109,0.0031476815581922162,1,3,0
1,1,0,1,1,0,0,1,39,1,0,39,66,0,0,245,0,0,0,0,20,2,0,1,0,0,0,0,0,0,868,546,0.9413727576641087,0.05862724233589126,1,3,0
1,0,0,1,1,0,0,1,10,0,0,10,13,0,0,97,0,0,0,0,22,2,0,2,0,0,0,0,0,0,268,222,0.6117405802685743,0.38825941973143674,0,0,0
1,1,0,1,1,0,0,1,6,2,0,6,36,0,0,297,0,0,0,0,24,2,0,2,0,0,0,0,0,0,11,8,0.9437414141941295,0.05625858580586703,1,1,0
1,0,0,1,1,0,0,1,4,0,0,4,1,0,0,12,0,0,0,0,25,2,0,1,0,0,0,0,0,0,251,227,0.47728162539539687,0.522718374604603,0,0,0
1,1,0,1,1,1,0,1,24,2,0,24,2,2,0,94,0,0,0,0,16,2,0,1,0,0,0,0,0,0,4173,6716,0.6570869279669241,0.34291307203307003,1,2,0
1,0,0,1,1,0,0,1,17,0,0,17,9,0,0,36,0,0,0,0,17,2,0,1,0,0,0,0,0,0,21800,0,0.5652771878967218,0.43472281210326574,1,1,0
1,1,0,1,1,1,0,1,11,1,0,11,17,2,0,152,0,1,0,0,15,2,0,1,0,0,0,0,0,0,1589,958,0.7293390384440154,0.2706609615559971,1,1,0
1,1,0,1,1,1,0,1,60,3,0,60,46,2,0,280,0,0,0,0,23,2,0,1,0,0,0,0,0,0,844,137,0.9704043234684985,0.029595676531506705,1,8,0
1,1,0,1,1,1,0,1,14,1,0,14,44,1,0,27,0,0,0,0,19,2,0,1,0,0,0,0,0,0,7457,450,0.5970319117831814,0.4029680882168058,1,1,0
1,1,0,1,1,0,0,1,40,2,0,40,10,0,0,72,0,0,0,0,25,2,0,1,0,0,0,0,0,0,1094,317,0.6706665242167937,0.32933347578320377,0,0,0
1,0,0,1,1,0,0,1,76,0,0,76,17,0,0,74,0,0,0,0,25,2,0,2,0,0,0,0,0,0,12,4,0.8091873845052502,0.19081261549474546,1,1,0
1,0,0,1,1,0,0,1,16,0,0,16,5,0,0,72,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1324,611,0.5984966276534891,0.4015033723465105,1,5,0
1,0,0,1,1,0,0,1,29,0,0,29,71,0,0,157,0,0,0,0,16,2,0,1,0,0,0,0,0,0,89,21,0.8401449592385696,0.15985504076143384,0,0,0
1,0,0,1,1,0,0,1,37,0,0,37,10,0,0,135,0,0,0,0,24,2,0,1,0,0,0,0,0,0,6012,5473,0.7542048637002066,0.24579513629979022,1,2,0
1,1,0,1,1,1,0,1,14,1,0,14,33,6,0,118,0,0,0,0,14,2,0,1,0,0,0,0,0,1,1292,79,0.6990472735960671,0.300952726403922,1,2,0
1,0,0,1,1,0,0,1,1,0,0,1,3,0,0,2,0,0,0,0,17,2,0,1,0,0,0,0,0,0,173,3,0.48351791477914013,0.516482085220853,1,1,0
1,0,0,1,1,1,0,1,14,0,0,14,48,6,0,316,0,0,0,0,17,2,0,1,0,0,0,0,0,0,44,2,0.9673999140222909,0.03260008597771581,1,1,0
1,1,0,1,1,1,0,1,6,1,0,6,6,1,0,184,0,0,0,0,22,2,0,1,0,0,0,0,0,0,4025,1789,0.7564647819429214,0.24353521805706607,1,2,0
1,1,0,1,1,1,0,1,9,1,0,9,31,1,0,112,0,0,0,0,20,2,0,1,0,0,0,0,0,0,457,324,0.6622577941277951,0.3377422058722025,0,0,0
1,1,0,1,1,1,0,1,22,1,0,22,4,1,0,55,0,0,0,0,14,2,0,1,0,0,0,0,0,0,290,52,0.601008910651153,0.39899108934883293,1,1,0
1,0,0,1,1,0,0,1,29,0,0,29,84,0,0,162,0,0,0,0,19,2,0,2,0,0,0,0,0,0,411,154,0.8575849074358769,0.14241509256411922,0,0,0
1,1,0,1,1,1,0,1,5,1,0,5,18,1,0,179,0,2,0,0,17,2,0,1,0,0,0,0,0,0,4661,902,0.7636017455954166,0.236398254404582,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,950,248,0.47192832520351985,0.5280716747964901,0,0,0
1,0,0,1,1,1,0,1,21,0,0,21,58,1,0,282,0,0,0,0,25,2,0,2,1,0,0,0,0,0,1699,459,0.9492090355689076,0.050790964431087104,1,1,0
1,1,0,1,1,0,0,1,29,230,0,29,260,0,0,771,0,0,0,0,22,2,0,2,0,0,0,0,0,0,5071,356,0.9999999946919331,5.308054942774024e-09,1,2,0
1,1,0,1,0,0,0,1,20,1,0,20,0,0,0,30,0,0,0,0,18,2,0,1,0,0,0,0,0,0,496,405,0.5582069546106047,0.4417930453893814,0,0,0
1,1,0,1,1,1,0,1,165,1,0,165,41,1,0,206,0,0,0,0,17,2,0,1,0,0,0,0,0,0,3733,5858,0.9948206092208942,0.005179390779103549,1,3,0
1,1,0,1,1,0,0,1,35,11,0,35,203,0,0,1205,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1184,28,1.0,3.2574857225487192e-18,1,1,0
1,0,0,1,1,0,0,1,6,0,0,6,16,0,0,123,0,0,0,0,21,2,0,1,0,0,0,0,0,0,5597,2436,0.6519500621327591,0.3480499378672358,1,1,0
1,1,0,1,1,1,0,1,17,3,0,17,41,2,0,228,0,0,0,0,25,2,0,2,0,0,0,0,0,0,8492,520,0.878483082818489,0.1215169171815205,1,2,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,2,0,2,0,0,0,0,0,1,332,93,0.4621311265108876,0.5378688734891105,0,0,0
1,1,0,1,1,0,0,1,7,1,0,7,62,0,0,404,0,0,0,0,24,2,0,2,0,0,0,0,0,0,11,8,0.9936710225413798,0.006328977458628717,1,1,0
1,0,0,1,1,0,0,1,30,0,0,30,95,0,0,404,0,0,0,0,17,2,0,1,0,0,0,0,0,0,470,290,0.9967734356267872,0.0032265643732197246,1,2,0
1,1,0,1,1,1,0,1,16,1,0,16,71,1,0,127,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1734,132,0.7714695317830313,0.22853046821695572,0,0,0
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,13,0,0,0,0,12,2,0,1,0,0,0,0,0,0,190,302,0.4968002216361432,0.503199778363855,0,0,0
1,1,0,1,1,1,0,1,18,2,0,18,28,2,0,116,0,0,0,0,20,2,0,1,0,0,0,0,0,0,574,605,0.6915773273915418,0.3084226726084527,1,1,0
1,0,0,1,1,1,0,1,9,0,0,9,99,1,0,228,0,0,0,0,16,2,0,1,0,0,0,0,0,0,157,4,0.9191171187047131,0.08088288129528869,1,1,0
1,0,0,1,1,0,0,1,16,0,0,16,16,0,0,106,0,0,0,0,16,2,0,1,0,0,0,0,0,0,3988,1646,0.6619668629956345,0.33803313700436854,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1218,410,0.4699288750708424,0.5300711249291615,0,0,0
1,0,0,1,0,0,0,1,3,0,0,3,0,0,0,15,0,0,0,0,16,2,0,1,0,0,0,0,0,0,12864,2231,0.49749233557783923,0.5025076644221589,0,0,0
1,0,0,1,1,0,0,1,1,0,0,1,14,0,0,178,0,0,0,0,22,2,0,1,0,0,0,0,0,0,589,1222,0.7401755405783861,0.2598244594216112,1,2,0
1,1,0,1,1,1,0,1,17,2,0,17,28,1,0,248,0,1,0,0,20,2,0,1,0,0,0,0,0,0,766,651,0.9012601585818075,0.0987398414181901,1,3,0
1,1,0,1,0,0,0,1,27,1,0,27,0,0,0,130,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1304,1155,0.718441650508813,0.28155834949119274,1,3,0
1,1,0,1,1,0,0,1,57,1,0,57,35,0,0,406,0,0,0,0,19,2,0,1,0,0,0,0,0,0,866,270,0.9968057284167476,0.003194271583250914,1,2,0
1,1,0,1,1,1,0,1,13,41,0,13,96,1,0,142,0,0,0,0,19,2,0,1,0,0,0,0,0,0,3263,3118,0.8232760516611254,0.17672394833888647,1,3,0
1,0,0,1,1,0,0,1,18,0,0,18,47,0,0,129,0,0,0,0,18,2,0,1,0,0,0,0,0,0,183,46,0.7403620190271242,0.2596379809728797,1,1,0
1,1,0,1,1,1,0,1,13,1,0,13,6,1,0,463,0,0,0,0,17,2,0,1,0,0,0,0,0,0,7453,1607,0.9979858104683207,0.00201418953167755,1,1,0
1,1,0,1,1,1,0,1,16,9,0,16,9,1,0,63,0,0,0,0,27,2,0,2,0,0,0,0,0,0,431,39,0.5688830800215533,0.43111691997844254,1,4,0
1,1,0,1,1,0,0,1,14,1,0,14,40,0,0,104,0,0,0,0,17,2,0,1,0,0,0,0,0,0,363,5,0.6825344129227496,0.31746558707725553,0,0,0
1,0,0,1,1,0,0,1,19,0,0,19,8,0,0,135,0,0,0,0,18,2,0,1,0,0,0,0,0,0,80924,27984,0.6937264516133843,0.30627354838662635,1,7,0
1,0,0,1,1,0,0,1,12,0,0,12,1,0,0,225,0,0,0,0,19,2,0,1,0,0,0,0,0,0,259,93,0.8441008848968058,0.15589911510318083,0,0,0
1,1,0,1,1,0,0,1,59,82,0,59,162,0,0,487,0,0,0,0,18,2,0,1,0,0,0,0,0,0,5701,1543,0.9998763457110283,0.00012365428895970515,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,29,2,0,2,0,0,0,0,0,0,152210,12287,0.45035642899985784,0.5496435710001352,0,0,0
1,1,0,1,1,0,0,1,7,1,0,7,25,0,0,456,0,0,0,0,16,2,0,1,0,0,0,0,0,0,194,83,0.9976791803404109,0.0023208196595774747,1,1,0
1,1,0,1,1,1,0,1,40,39,0,40,85,1,0,336,0,0,0,0,20,2,0,1,0,0,0,0,0,0,488,310,0.9884455532223567,0.011554446777656232,1,2,0
1,1,0,1,1,0,0,1,8,2,0,8,19,0,0,205,0,0,0,0,15,2,0,1,0,0,0,0,0,0,9865,5423,0.8235080019212203,0.17649199807878044,1,3,0
1,1,0,1,1,1,0,1,33,1,0,33,14,1,0,152,0,0,0,0,19,2,0,1,0,0,0,0,0,0,5446,170,0.7785344935406406,0.2214655064593555,1,1,0
1,1,0,1,1,1,1,1,23,4,0,23,154,1,1,749,0,0,0,0,14,2,0,1,0,0,0,0,0,0,1432,45,0.9999999445635426,5.543646847629759e-08,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1183,519,0.47847700756631417,0.5215229924336768,0,0,0
1,0,0,1,1,0,0,1,19,0,0,19,8,0,0,157,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1812,549,0.7430325665569792,0.25696743344302886,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,0,715,187,0.45749987650123736,0.5425001234987537,0,0,0
1,1,0,1,1,0,0,1,37,1,0,37,34,0,0,259,0,0,0,0,20,2,0,1,1,0,0,0,0,2,126812,4258,0.9374079331580908,0.06259206684189657,1,2,0
1,0,0,1,1,0,0,1,4,0,0,4,4,0,0,14,0,0,0,0,15,2,0,1,0,0,0,0,0,0,2780,274,0.5046101836614015,0.49538981633858437,0,0,0
1,1,0,1,1,0,0,1,6,1,0,6,1,0,0,10,0,0,0,0,15,2,0,1,0,0,0,0,0,0,49718,35556,0.4723796660159385,0.527620333984062,0,0,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,21,2,0,1,1,0,0,0,0,0,9105,852,0.48090352101025147,0.5190964789897485,1,1,0
1,1,0,1,1,0,0,1,11,1,0,11,5,0,0,136,0,0,0,0,22,2,0,1,0,0,0,0,0,0,3198,1548,0.6742112369405551,0.32578876305944865,0,0,0
1,1,0,1,1,1,0,1,12,1,0,12,36,1,0,132,0,0,0,0,17,2,0,1,0,0,0,0,0,0,897,2064,0.7179142475027323,0.2820857524972662,0,0,01,0,0,1,1,0,0,1,32,0,0,32,19,0,0,67,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1500,39,0.6659901289429816,0.3340098710570064,0,0,0
1,1,0,1,1,1,0,1,10,2,0,10,59,1,0,263,0,0,0,0,18,2,0,1,0,0,0,0,0,0,607,61,0.9284934762211915,0.07150652377881968,1,3,0
1,1,0,1,1,0,0,1,16,1,0,16,2,0,0,50,0,0,0,0,20,2,0,1,0,0,0,0,0,0,8,5,0.5605792838296817,0.4394207161703325,1,1,0
1,1,0,1,1,0,0,1,24,1,0,24,35,0,0,170,0,0,0,0,27,2,0,1,1,0,0,0,0,0,490,294,0.7928753773419708,0.20712462265802636,1,3,0
1,1,0,1,0,0,0,1,7,1,0,7,0,0,0,2,0,0,0,0,22,2,0,1,0,0,0,0,0,0,95,68,0.4874799032279274,0.5125200967720603,1,1,0
1,1,0,1,0,1,0,1,120,2,0,120,0,1,0,413,0,0,0,0,19,2,0,1,0,0,0,0,0,0,4319,2050,0.9992243895135099,0.0007756104864946973,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,2,0,2,0,0,0,0,0,0,3930457,0,1.3567831773695128e-05,0.9999864321682282,0,0,0
1,1,0,1,1,0,0,1,5,1,0,5,44,0,0,98,0,0,0,0,27,2,0,2,0,0,0,0,0,0,323,6,0.632020790880811,0.3679792091191778,1,1,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,20,2,0,2,0,0,0,0,0,0,64,4,0.5051917581415502,0.4948082418584471,1,1,0
1,1,0,1,1,1,0,1,21,1,0,21,21,2,0,107,0,0,0,0,21,2,0,1,0,0,0,0,0,0,21,15,0.6746647262908564,0.325335273709144,1,1,0
1,1,0,1,1,0,0,1,19,1,0,19,9,0,0,75,0,0,0,0,15,2,0,1,0,0,0,0,0,0,865,353,0.619082232541984,0.3809177674580031,1,2,0
1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,21,2,0,1,0,0,0,0,0,0,2759,976,0.47607242279032147,0.5239275772096681,0,0,0
1,1,0,1,1,1,0,1,18,6,0,18,71,2,0,358,0,0,0,0,19,2,0,1,0,0,0,0,0,0,238,16,0.9876888826385891,0.012311117361399983,1,1,0
1,1,0,1,1,1,0,1,31,2,0,31,9,1,0,166,0,0,0,0,22,2,0,1,0,0,0,0,0,0,713,431,0.7872230304759871,0.21277696952400427,1,3,0
1,0,0,1,1,0,0,1,40,0,0,40,56,0,0,147,0,0,0,0,21,2,0,1,0,0,0,0,0,0,388,400,0.8296475592113115,0.17035244078868034,1,2,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,19,2,0,1,0,0,0,0,0,0,371,119,0.4845982642133826,0.5154017357866211,1,1,0
1,0,0,1,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,211,28,0.49296764582393093,0.5070323541760648,0,0,0
1,1,0,1,1,1,0,1,63,1,0,63,28,1,0,365,0,0,0,0,23,2,0,1,0,0,0,0,0,0,5011,1526,0.9928504983515147,0.007149501648472059,1,2,0
1,0,0,1,0,1,0,1,35,0,0,35,0,1,0,14,0,0,0,0,19,2,0,1,0,0,0,0,0,0,2,2,0.5998256097260801,0.4001743902739134,0,0,0
1,1,0,1,1,0,0,1,16,1,0,16,3,0,0,100,0,0,0,0,20,2,0,1,0,0,0,0,0,0,43,17,0.6276872295603466,0.37231277043964944,0,0,0
1,1,0,1,1,1,0,1,3,1,0,3,4,1,0,46,0,0,0,0,14,2,0,1,0,0,0,0,0,0,4234,2345,0.5322127829600473,0.46778721703995624,0,0,0
1,1,0,1,1,1,0,1,43,3,0,43,127,1,0,1165,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1224,75,1.0,8.601476587738481e-17,1,2,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,17,2,0,1,0,0,0,0,0,0,2473,3,0.5118604396924615,0.4881395603075343,1,1,0
1,1,0,1,1,1,1,1,42,4,0,42,21,1,1,141,0,0,0,0,17,2,0,1,0,0,0,0,0,0,2475,337,0.7969621011541704,0.20303789884581935,1,1,0
1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,484321,0,0.4370807474987263,0.5629192525012799,0,0,0
1,1,0,1,1,1,0,1,21,2,0,21,9,1,0,134,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1099,284,0.7091382667649709,0.29086173323503434,1,1,0
1,1,0,1,1,1,0,1,14,1,0,14,5,1,0,37,0,0,0,0,13,2,0,1,0,0,0,0,0,0,15450,15103,0.5640645921905758,0.43593540780941276,1,1,0
1,0,0,1,0,0,0,1,14,0,0,14,0,0,0,133,0,0,0,0,17,2,0,1,0,0,0,0,0,0,37,20,0.6797797956300756,0.32022020436992304,1,1,0
1,0,0,1,1,1,0,1,2,0,0,2,19,1,0,10,0,0,0,0,20,2,0,1,0,0,0,0,0,0,822,85,0.5057967903180401,0.4942032096819619,0,0,0
1,1,0,1,1,1,0,1,13,2,0,13,28,1,0,32,0,0,0,0,21,2,0,1,0,0,0,0,0,0,121,41,0.5673922619467365,0.4326077380532719,0,0,0
1,0,0,1,1,0,0,1,9,0,0,9,6,0,0,189,0,0,0,0,21,2,0,1,0,0,0,0,0,0,153,13,0.7730497126051274,0.22695028739487003,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,2,0,0,0,0,0,0,1230,18,0.4735424329301171,0.5264575670698814,0,0,0
1,0,0,1,1,0,0,1,18,0,0,18,165,0,0,261,0,0,0,0,19,2,0,1,0,0,0,0,0,0,2786,1068,0.9768548910805612,0.023145108919441718,1,1,0
1,0,0,1,1,0,0,1,19,0,0,19,2,0,0,53,0,0,0,0,20,2,0,1,0,0,0,0,0,0,2149,2721,0.5766241223928796,0.4233758776071298,1,1,0
1,1,0,1,1,0,0,1,23,61,0,23,126,0,0,266,0,0,0,0,17,2,0,1,0,0,0,0,0,0,2748,1999,0.9699749985018118,0.030025001498193257,1,3,0
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,39,0,0,0,0,16,2,0,1,0,0,0,0,0,0,239,122,0.5078253792154125,0.4921746207845984,0,0,0
1,1,0,1,1,1,0,1,13,1,0,13,3,1,0,33,0,1,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0.5378917076150008,0.4621082923849856,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,2,0,2,0,0,0,0,0,1,332,93,0.4621311265108876,0.5378688734891105,0,0,0
1,0,0,1,1,0,0,1,6,0,0,6,12,0,0,38,0,0,0,0,15,2,0,1,0,0,0,0,0,0,224,40,0.539181281816109,0.4608187181838933,0,0,0
1,0,0,1,1,1,0,1,38,0,0,38,24,2,0,200,0,0,0,0,16,2,0,1,0,0,0,0,0,0,2014,1115,0.8727538250481968,0.1272461749517936,1,1,0
1,1,0,1,1,0,0,1,26,1,0,26,9,0,0,261,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1625,852,0.9212600159569105,0.07873998404308835,1,3,0
1,0,0,1,1,0,0,1,36,0,0,36,44,0,0,66,0,0,0,0,18,2,0,1,0,0,0,0,0,0,18,7,0.7077497566367067,0.2922502433633014,1,1,0
1,1,0,1,1,1,0,1,15,1,0,15,30,1,0,192,0,0,0,0,24,2,0,1,0,0,0,0,0,0,1431,1177,0.8105664044883437,0.18943359551165312,0,0,0
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,9,0,0,0,0,21,2,0,1,0,0,0,0,0,0,36,10,0.4777027678682476,0.5222972321317483,0,0,0
1,1,0,1,1,1,0,1,23,3,0,23,10,1,0,286,0,0,0,0,19,2,0,1,0,0,0,0,0,0,20,1,0.9408638704288393,0.05913612957116577,0,0,0
1,0,0,1,1,0,0,1,6,0,0,6,15,0,0,68,0,0,0,0,19,2,0,1,0,0,0,0,0,0,317,18,0.5676926983213123,0.43230730167869025,0,0,0
1,1,0,1,1,0,0,1,143,1,0,143,114,0,0,246,0,0,0,0,17,2,0,1,0,0,0,0,0,0,47,3,0.9966465054338007,0.0033534945662109248,1,1,0
1,1,0,1,1,1,0,1,18,2,0,18,23,1,0,90,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1846,102,0.6542677312965983,0.34573226870339024,0,0,0
1,1,0,1,1,1,0,1,19,3,0,19,14,2,0,74,0,0,0,0,23,2,0,1,0,0,0,0,0,0,16228,22776,0.6051998769557955,0.3948001230442002,1,1,0
1,0,0,1,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,3004,3345,0.49115285568143485,0.5088471443185568,0,0,0
1,1,0,1,1,1,0,1,97,1,0,97,175,1,0,1485,0,0,0,0,24,2,0,1,0,0,0,0,0,0,345,30,1.0,8.04158293980713e-27,1,10,0
1,1,0,1,1,0,0,1,67,7,0,67,30,0,0,74,0,0,0,0,17,2,0,1,0,0,0,0,0,0,12,4,0.8048131204163992,0.19518687958360184,1,2,0
1,1,0,1,1,0,0,1,73,1,0,73,35,0,0,151,0,0,0,0,16,2,0,1,0,0,0,0,0,0,459,110,0.8946364345806779,0.10536356541932873,1,2,0
1,1,0,1,1,1,0,1,34,96,0,34,268,5,0,537,0,0,0,0,23,2,0,2,0,0,0,0,0,0,497,12,0.9999899297131107,1.0070286881260477e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,114,24,0.4716464401473473,0.5283535598526559,0,0,0
1,1,0,1,1,0,0,1,26,67,0,26,149,0,0,473,0,0,0,0,18,2,0,1,0,0,0,0,0,0,904,40,0.999631378667332,0.0003686213326764855,0,0,0
1,1,0,1,1,0,0,1,8,2,0,8,32,0,0,203,0,0,0,0,25,2,0,1,0,0,0,0,0,0,45,16,0.8154681583672518,0.18453184163274297,1,1,0
1,0,0,1,1,0,0,1,10,0,0,10,14,0,0,108,0,0,0,0,25,2,0,2,0,0,0,0,0,0,12,4,0.6235426010266817,0.37645739897331065,1,1,0
1,1,0,1,1,0,0,1,18,11,0,18,9,0,0,45,0,0,0,0,15,2,0,1,0,0,0,0,0,0,8892,2957,0.5868039335520032,0.41319606644799345,1,1,0
1,1,0,1,1,1,0,1,33,1,0,33,53,1,0,164,0,3,0,0,15,2,0,1,0,0,0,0,0,0,16,6,0.8397918746887802,0.16020812531122425,1,2,0
1,0,0,1,0,1,0,1,6,0,0,6,0,1,0,31,0,0,0,0,24,2,0,2,0,0,0,0,0,0,12,4,0.4977640558814323,0.5022359441185784,1,1,0
1,1,0,1,0,1,0,1,22,1,0,22,0,1,0,249,0,0,0,0,23,2,0,1,0,0,0,0,0,0,3016,1174,0.8923880495091918,0.10761195049079925,1,2,0
1,1,0,1,1,0,0,1,2,1,0,2,26,0,0,51,0,0,0,0,28,2,0,1,0,0,0,0,0,0,83,32,0.5300719295308133,0.4699280704691801,0,0,0
1,0,0,1,1,1,0,1,8,0,0,8,7,1,0,30,0,0,0,0,19,2,0,1,0,0,0,0,0,0,95458,35949,0.4893477583215204,0.5106522416784691,0,0,0
1,0,0,1,1,0,0,1,16,0,0,16,13,0,0,283,0,0,0,0,17,2,0,1,0,0,0,0,0,0,132,44,0.9339942134582565,0.06600578654174277,1,2,0
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,17,2,0,1,0,0,0,0,0,0,356,184,0.4795790620607077,0.5204209379392845,0,0,0
1,1,0,1,1,1,0,1,56,1,0,56,193,1,0,329,0,0,0,0,20,2,0,1,0,0,0,0,0,0,320,7,0.9971292830586747,0.0028707169413296923,1,3,0
