Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,No of form,Output
35,0,0,35,7,1,0,95,0,0,0,17,2,0,1,0,0,0,0,0,196,80,2,0
14,0,0,14,12,0,0,275,0,0,0,23,2,0,1,0,0,0,0,0,658,166,1,0
52,1,0,52,13,2,0,168,0,0,0,19,2,0,1,0,0,0,0,0,344,227,2,0
7,0,0,7,1,0,0,7,0,0,0,22,2,0,1,0,0,0,0,0,8668,3535,1,0
6,0,0,6,1,0,0,27,0,0,0,22,2,0,2,0,0,0,0,0,1,1,1,0
10,0,0,10,37,0,0,150,0,0,0,20,2,0,1,0,0,0,0,0,296,121,1,0
28,1,0,28,1,0,0,226,0,0,0,15,2,0,1,0,0,0,0,0,56,16,2,0
28,0,0,28,35,0,0,152,0,0,0,13,2,0,1,0,0,0,0,0,60,6,1,0
27,2,0,27,9,3,0,60,0,0,0,21,2,0,1,0,0,0,0,0,161,116,2,0
4,1,0,4,31,0,0,294,0,0,0,24,2,0,2,0,0,0,0,0,11,8,1,0
13,1,0,13,0,0,0,373,0,0,0,18,2,0,1,0,0,0,0,0,231,133,1,0
8,0,0,8,3,0,0,91,0,0,0,18,2,0,2,0,0,0,0,0,635,21,3,0
125,1,0,125,80,0,0,207,0,0,0,20,2,0,2,0,0,0,0,0,51,4,1,0
18,1,0,18,3,0,0,29,0,0,0,20,2,0,1,0,0,0,0,0,5993,1446,1,0
1,0,0,1,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,549,891,0,0
0,0,0,0,0,0,0,0,0,0,0,26,2,0,1,0,0,0,0,0,10388,3019,0,0
21,26,0,21,28,0,0,156,0,0,0,18,2,0,1,0,0,0,0,0,4464,1935,1,0
58,0,0,58,1,0,0,145,0,0,0,19,2,0,1,0,0,0,0,1,1837,303,5,0
11,0,0,11,31,0,0,84,0,0,0,18,2,0,1,0,0,0,0,0,4779,2388,0,0
6,0,0,6,1,0,0,27,0,0,0,25,2,0,2,0,0,0,0,0,1,1,1,0
16,1,0,16,2,0,0,50,0,0,0,14,2,0,1,0,0,0,0,0,4823,5670,1,0
13,1,0,13,16,0,0,170,0,0,0,15,2,0,1,0,0,0,0,0,444,175,1,0
3,0,0,3,42,0,0,16,0,0,0,25,2,0,2,0,0,0,0,0,332,93,0,0
10,1,0,10,9,1,0,98,0,0,0,36,2,0,2,0,0,0,0,0,1,1,0,0
12,0,0,12,16,0,0,187,0,0,0,15,2,0,1,0,0,0,0,0,128,107,3,0
19,1,0,19,32,1,0,238,0,0,0,21,2,0,1,0,0,0,0,0,1982,798,10,0
5,0,0,5,1,0,0,43,0,0,0,29,2,0,1,0,0,0,0,0,73961,100252,0,0
28,0,0,28,0,0,0,43,0,0,0,28,2,0,2,0,0,0,0,0,1,1,1,0
3,1,0,3,2,0,0,3,0,0,0,20,2,0,2,0,0,0,0,0,81,4,1,0
0,0,0,0,0,0,1,0,0,0,0,20,2,0,2,0,0,0,0,0,2308,79,0,0
15,1,0,15,40,0,0,97,0,0,0,14,2,0,1,0,0,0,0,0,3962,1070,2,0
6,0,0,6,6,0,0,169,0,0,0,16,2,0,1,0,0,0,0,0,3447,1538,2,0
12,1,0,12,40,1,0,137,0,0,0,17,2,0,1,0,0,0,0,0,14402,3943,2,0
4,1,0,4,34,0,0,235,0,0,0,24,2,0,2,0,0,0,0,0,11,8,1,0
22,0,0,22,13,0,0,169,0,0,0,23,2,0,2,0,0,0,0,0,1,1,1,0
4,0,0,4,0,0,0,4,0,0,0,21,2,0,1,0,0,0,0,0,333,201,0,0
75,2,0,75,157,0,0,793,0,0,0,21,2,0,2,0,0,0,0,0,92,6,0,0
0,0,0,0,0,0,0,0,0,0,0,30,2,0,1,0,0,0,0,0,58288,24622,0,0
11,3,0,11,67,1,0,393,0,0,0,23,2,0,1,0,0,0,0,0,126,116,1,0
9,0,0,9,11,0,0,136,0,0,0,22,2,0,1,0,0,0,0,0,160,0,2,0
12,0,0,12,1,0,0,7,0,0,0,23,2,0,2,0,0,0,0,0,1,1,1,0
41,2,0,41,72,0,0,278,0,0,0,15,2,0,1,0,0,0,0,0,74,88,2,0
12,1,0,12,3,0,0,13,0,0,0,19,2,0,1,0,0,0,0,0,2681,1176,2,0
1,0,0,1,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,356,184,0,0
26,20,0,26,46,0,0,211,0,0,0,23,2,0,2,0,0,0,0,0,1077,758,0,0
34,0,0,34,0,0,0,61,0,0,0,22,2,0,1,0,0,0,0,0,852,264,0,0
20,1,0,20,4,1,0,120,0,0,0,19,2,0,1,0,0,0,0,0,67,24,0,0
12,0,0,12,21,0,0,56,0,3,0,23,2,0,1,0,0,0,0,0,1332,759,2,0
79,525,0,79,1111,1,0,1084,0,0,0,23,2,0,2,0,0,0,0,0,233,137,1,0
13,1,0,13,10,1,0,313,0,0,0,18,2,0,1,0,0,0,0,0,93,64,2,0
0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,640,460,0,0
3,1,0,3,2,0,0,3,0,0,0,17,2,0,1,0,0,0,0,0,108,4,1,0
30,1,0,30,0,1,0,0,0,0,0,23,2,0,1,0,0,0,0,0,252,432,0,0
21,0,0,21,89,0,0,450,0,0,0,19,2,0,1,0,0,0,0,0,256,301,7,0
9,1,0,9,52,1,0,226,0,0,0,16,2,0,1,0,0,0,0,0,987,515,7,0
3,1,0,3,23,0,0,116,0,0,0,15,2,0,1,0,0,0,0,0,52,51,3,0
15,1,0,15,5,0,0,64,0,0,0,18,2,0,1,0,0,0,0,0,104,45,0,0
11,0,0,11,31,0,0,84,0,0,0,18,2,0,1,0,0,0,0,0,26030,12193,0,0
20,0,0,20,7,0,0,30,0,0,0,20,2,0,1,0,0,0,0,0,288,100,0,0
42,1,0,42,32,1,0,98,0,0,0,18,2,0,1,0,0,0,0,0,270,522,1,0
97,0,0,97,12,0,0,97,0,0,0,16,2,0,1,0,0,0,0,0,69,43,1,0
9,0,0,9,1,0,0,7,0,0,0,28,2,0,2,0,0,0,0,0,1,0,1,0
3,0,0,3,0,0,0,16,0,0,0,24,2,0,2,0,0,0,0,0,1,1,1,0
63,0,0,63,68,0,0,96,0,0,0,22,2,0,2,0,0,0,0,0,12,4,1,0
29,1,0,29,4,1,0,42,0,5,0,22,2,0,1,0,0,0,0,0,10549,5527,1,0
1,0,0,1,3,0,0,19,0,0,0,23,2,0,2,0,0,0,0,0,1,1,0,0
44,2,0,44,42,0,0,322,0,0,0,22,2,0,2,0,0,0,0,0,411,154,0,0
3,0,0,3,11,0,0,62,0,0,0,12,2,0,1,0,0,0,0,0,181,198,0,0
0,0,0,0,16,0,0,21,0,0,0,21,2,0,1,0,0,0,0,0,264,320,0,0
22,141,0,22,282,2,0,507,0,0,0,19,2,0,1,0,0,0,0,0,1042,37,2,0
31,5,0,31,5,0,0,300,0,0,0,16,2,0,1,0,0,0,0,0,39,9,1,0
20,0,0,20,6,0,0,63,0,0,0,27,2,0,2,0,0,0,0,0,1,1,0,0
3,0,0,3,0,0,0,12,0,0,0,24,2,0,2,0,0,0,0,0,12,4,1,0
67,7,0,67,30,0,0,74,0,0,0,21,2,0,2,0,0,0,0,0,12,4,2,0
4,1,0,4,21,0,0,588,0,0,0,24,2,0,2,0,0,0,0,0,11,8,1,0
10,1,0,10,13,0,0,155,0,0,0,18,2,0,1,0,0,0,0,0,33,13,0,0
12,2,0,12,6,2,0,90,0,0,0,19,2,0,1,0,0,0,0,0,608,327,2,0
5,1,0,5,26,0,0,595,0,0,0,24,2,0,2,0,0,0,0,0,11,8,1,0
22,32,0,22,64,2,0,153,0,0,0,14,2,0,1,0,0,0,0,0,283,52,2,0
5,1,0,5,26,0,0,140,0,0,0,29,2,0,2,0,0,0,0,0,1,1,1,0
30,0,0,30,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,152,91,0,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,118,3,1,0
20,0,0,20,14,0,0,115,0,0,0,24,2,0,1,0,0,0,0,0,416,245,0,0
82,0,0,82,132,0,0,450,0,0,0,15,2,0,1,0,0,0,0,0,308,122,9,0
40,0,0,40,111,1,0,845,0,0,0,19,2,0,1,0,0,0,0,0,141,47,2,0
9,2,0,9,36,1,0,483,0,0,0,14,2,0,1,0,0,0,0,0,1134,1093,5,0
79,60,0,79,171,0,0,179,0,0,0,19,2,0,1,0,0,0,0,0,205,150,3,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,7436,3926,0,0
23,3,0,23,33,0,0,77,0,0,0,19,2,0,1,0,0,0,0,0,244,176,3,0
11,1,0,11,106,0,0,267,0,0,0,19,2,0,1,0,0,0,0,0,1862,324,11,0
51,1,0,51,41,1,0,261,0,0,0,18,2,0,1,0,0,0,0,0,315,16,1,0
5,0,0,5,26,0,0,26,0,0,0,25,2,0,2,0,0,0,0,0,1,1,0,0
89,4,0,89,22,0,0,185,0,0,0,15,2,0,1,0,0,0,0,0,53,5,2,0
16,1,0,16,0,0,0,95,0,0,0,13,2,0,1,0,0,0,0,0,463371,0,0,0
13,2,0,13,27,0,0,392,0,0,0,27,2,0,1,0,0,0,0,0,214,87,1,0
8,0,0,8,7,1,0,30,0,0,0,16,2,0,1,0,0,0,0,0,17,14,0,0
6,0,0,6,1,0,0,27,0,0,0,20,2,0,2,0,0,0,0,0,163,5,1,0
56,2,0,56,113,1,0,368,0,0,0,19,2,0,1,0,0,0,0,0,154,149,3,0
5,1,0,5,52,1,0,86,0,0,0,17,2,0,1,0,0,0,0,0,1516,2519,1,0
44,1,0,44,21,2,0,285,0,0,0,15,2,0,1,0,0,0,0,0,609,705,0,0
0,0,0,0,1,0,0,6,0,0,0,19,2,0,1,0,0,0,0,0,55,30,0,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,124,3,1,0
66,0,0,66,5,0,0,38,0,1,0,19,2,0,1,0,0,0,0,0,62,33,0,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,77,3,1,0
9,0,0,9,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,31,18,0,0
8,0,0,8,1,0,0,48,0,0,0,16,2,0,1,0,0,0,0,0,28,12,1,0
19,1,0,19,2,1,1,448,0,0,0,18,2,0,1,0,0,0,0,0,462,13,0,0
16,49,0,16,139,0,0,474,0,0,0,16,2,0,1,0,0,0,0,0,155,98,1,0
0,0,0,0,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,306,271,0,0
3,0,0,3,11,0,0,62,0,0,0,19,2,0,1,0,0,0,0,0,2654,2368,0,0
21,0,0,21,3,0,0,290,0,0,0,15,2,0,1,0,0,0,0,0,342,147,1,0
16,2,0,16,71,1,0,346,0,0,0,20,2,0,2,0,0,0,0,0,1124,118,1,0
13,0,0,13,5,1,0,100,0,0,0,18,2,0,1,0,0,0,0,0,3356,2339,1,0
18,2,0,18,21,1,0,131,0,0,0,24,2,0,2,0,0,0,0,0,1,1,0,0
67,1,0,67,32,0,0,199,0,0,0,19,2,0,2,0,0,0,0,0,188,124,0,0
8,0,0,8,13,0,0,180,0,0,0,20,2,0,1,0,0,0,0,0,1104,636,3,0
21,0,0,21,28,0,0,85,0,0,0,17,2,0,1,0,0,0,0,0,59815,16514,2,0
126,3,0,126,205,0,0,277,0,0,0,20,2,0,1,0,0,0,0,0,509,305,0,0
24,3,0,24,63,0,0,152,0,0,0,21,2,0,1,0,0,0,0,0,300,171,3,0
76,5,0,76,169,1,0,331,0,0,0,21,2,0,2,0,0,0,0,0,1503,1516,2,0
1,0,0,1,0,0,0,1,0,0,0,15,2,0,1,0,0,0,0,0,830,1230,0,0
17,6,0,17,41,1,0,161,0,1,0,17,2,0,1,0,0,0,0,0,8904,4569,3,0
7,0,0,7,3,0,0,242,0,0,0,15,2,0,1,0,0,0,0,0,0,7656,1,0
38,1,0,38,115,0,0,248,0,0,0,19,2,0,2,0,0,0,0,0,3131,3070,0,0
15,1,0,15,40,0,0,97,0,0,0,17,2,0,1,0,0,0,0,0,675,220,2,0
5,1,0,5,0,0,0,60,0,0,0,20,2,0,1,0,0,0,0,0,2017,12,0,0
15,0,0,15,28,0,0,56,0,0,0,16,2,0,1,0,0,0,0,0,9762,992,0,0
4,1,0,4,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,371,119,1,0
4,0,0,4,1,0,0,323,0,0,0,23,2,0,2,0,0,0,0,0,11,8,1,0
22,17,0,22,32,1,0,95,0,0,0,18,2,0,2,0,0,0,0,0,973,22,0,0
25,1,0,25,21,0,0,62,0,0,0,22,2,0,1,0,0,0,0,0,1267,554,0,0
39,10,0,39,10,0,0,75,0,1,0,17,2,0,1,0,0,0,0,0,885,762,0,0
2,0,0,2,0,0,0,5,0,0,0,16,2,0,1,0,0,0,0,0,31816,5050,0,0
10,0,0,10,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,975,163,0,0
24,0,0,24,46,0,0,85,0,0,0,14,2,0,1,0,0,0,0,0,949,44,1,0
11,3,0,11,67,1,0,393,0,0,0,22,2,0,2,0,0,0,0,0,16824,4303,1,0
28,0,0,28,120,0,0,170,0,0,0,22,2,0,1,0,0,0,0,0,260,24,2,0
35,48,0,35,104,1,0,111,0,0,0,19,2,0,1,0,0,0,0,0,7391,442,0,0
14,0,0,14,0,1,0,444,0,0,0,14,2,0,1,0,0,0,0,0,287,274,2,0
0,0,0,0,1,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,1339,913,0,0
27,0,0,27,25,0,0,135,0,0,0,15,2,0,1,0,0,0,0,0,6344,530,2,0
10,1,0,10,0,1,0,11,0,0,0,18,2,0,1,0,0,0,0,0,1814,243,0,0
104,3,0,104,40,1,0,195,0,0,0,14,2,0,1,0,0,0,0,0,380,20,12,0
0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,594,211,0,0
23,2,0,23,10,0,0,211,0,0,0,27,2,0,1,0,0,0,0,0,684,425,1,0
10,5,0,10,1,2,0,58,0,0,0,19,2,0,2,0,0,0,0,0,35,3,1,0
14,1,0,14,1,1,0,29,0,0,0,19,2,0,1,0,0,0,0,0,82,49,0,0
8,0,0,8,0,0,0,89,0,0,0,14,2,0,1,0,0,0,0,0,601,698,0,0
117,1,0,117,91,0,0,229,0,0,0,17,2,0,1,0,0,0,0,0,243,4,2,0
0,0,0,0,25,0,0,119,0,0,0,15,2,0,1,0,0,0,0,0,8473,8614,0,0
23,1,0,23,17,0,0,129,0,0,0,21,2,0,1,0,0,0,0,0,2093,1192,1,0
3,0,0,3,4,0,0,11,0,0,0,25,2,0,2,0,0,0,0,0,1,1,0,0
26,67,0,26,149,0,0,472,0,0,0,18,2,0,1,0,0,0,0,0,904,40,0,0
11,1,0,11,56,2,0,265,0,0,0,15,2,0,1,0,0,0,0,0,353,145,0,0
22,1,0,22,51,0,0,272,0,0,0,22,2,0,1,0,0,0,0,0,2787,2167,1,0
30,0,0,30,90,0,0,428,0,0,0,19,2,0,2,0,0,0,0,0,1009,17,2,0
8,2,0,8,32,0,0,203,0,0,0,25,2,0,1,0,0,0,0,0,45,16,1,0
22,0,0,22,0,0,0,22,0,0,0,17,2,0,1,0,0,0,0,0,335,97,2,0
19,0,0,19,36,0,0,220,0,0,0,16,2,0,1,0,0,0,0,0,337,224,0,0
25,1,0,25,36,1,0,170,0,0,0,16,2,0,1,0,0,0,0,0,700,416,1,0
2,1,0,2,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,877,502,0,0
13,0,0,13,29,0,0,84,0,0,0,20,2,0,1,0,0,0,0,0,2377,704,1,0
14,0,0,14,5,0,0,17,0,1,0,19,2,0,1,0,0,0,0,0,19,11,2,0
21,0,0,21,70,1,0,330,0,0,0,16,2,0,1,0,0,0,0,0,2706,1237,1,0
16,0,0,16,0,0,0,0,0,0,0,23,2,0,1,0,0,0,0,0,3657,1377,0,0
13,2,0,13,0,0,0,9,0,0,0,22,2,0,1,0,0,0,0,0,117,78,0,0
41,1,0,41,24,0,0,135,0,0,0,29,2,0,1,0,0,0,0,0,2970,1051,2,0
4,1,0,4,0,0,0,1,0,0,0,18,2,0,1,0,0,0,0,0,641,196,1,0
4,0,0,4,14,0,0,90,0,0,0,22,2,0,2,0,0,0,0,0,8683,1286,0,0
16,2,0,16,13,1,0,185,0,0,0,15,2,0,1,0,0,0,0,0,1150,1943,1,0
11,1,0,11,10,0,0,224,0,0,0,22,2,0,1,0,0,0,0,0,37263,28111,2,0
14,0,0,14,37,0,0,98,0,0,0,14,2,0,1,0,0,0,0,0,623,455,1,0
0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,0,0,0,0,0,797,333,0,0
22,2,0,22,46,0,0,346,0,0,0,21,2,0,2,0,0,0,0,0,2196,239,1,0
8,0,0,8,109,5,0,227,0,0,0,19,2,0,1,0,0,0,0,0,652,204,0,0
7,1,0,7,30,0,0,375,0,0,0,24,2,0,2,0,0,0,0,0,11,8,1,0
23,3,0,23,72,1,0,290,0,0,0,14,2,0,1,0,0,0,0,0,553,133,1,0
9,2,0,9,0,2,0,19,0,0,0,21,2,0,1,0,0,0,0,0,669873,139962,1,0
8,0,0,8,0,0,0,60,0,0,0,24,2,0,1,0,0,0,0,0,27869,5880,0,0
8,1,0,8,3,0,0,31,0,0,0,21,2,0,1,0,0,0,0,0,11229,1896,5,0
21,4,0,21,12,0,0,361,0,0,0,20,2,0,1,0,0,0,0,0,1334,526,1,0
2,0,0,2,61,0,0,1547,0,0,0,18,2,0,1,0,0,0,0,0,579,45,1,0
4,1,0,4,7,0,0,78,0,0,0,16,2,0,1,0,0,0,0,0,9653,12320,3,0
10,65,0,10,128,1,0,308,0,0,0,23,2,0,1,0,0,0,0,0,1097,427,3,0
53,0,0,53,61,0,0,286,0,0,0,19,2,0,1,0,0,0,0,0,1470,509,0,0
12,1,0,12,78,1,0,262,0,0,0,15,2,0,1,0,0,0,0,0,1530,485,2,0
70,5,0,70,60,1,0,561,0,0,0,18,2,0,1,0,0,0,0,0,373,127,1,0
1,0,0,1,1,0,0,119,0,0,0,17,2,0,1,0,0,0,0,0,10360,8356,0,0
21,0,0,21,16,0,0,51,0,0,0,19,2,0,1,0,0,0,0,0,590,659,2,0
29,1,0,29,54,2,0,264,0,0,0,22,2,0,1,0,0,0,0,0,518,558,2,0
13,0,0,13,29,0,0,47,0,0,0,14,2,0,1,0,0,0,0,0,2435,43,0,0
29,0,0,29,0,0,0,2,0,0,0,23,2,0,1,0,0,0,0,0,712,364,0,0
10,0,0,10,36,0,0,106,0,1,0,17,2,0,1,0,0,0,0,0,2466,943,1,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,1026,5,1,0
7,1,0,7,35,0,0,107,0,0,0,29,2,0,1,1,0,0,0,0,17710,6588,1,0
11,1,0,11,8,0,0,155,0,0,0,14,2,0,1,0,0,0,0,0,533,469,0,0
1,0,0,1,0,0,0,2,0,0,0,15,2,0,1,0,0,0,0,0,512,250,0,0
4,0,0,4,0,0,0,5,0,0,0,19,2,0,1,0,0,0,0,0,90,26,0,0
24,0,0,24,48,0,0,135,0,0,0,15,2,0,1,0,0,0,0,0,3465,1227,1,0
51,4,0,51,51,0,0,136,0,0,0,20,2,0,2,0,0,0,0,0,12,4,5,0
21,3,0,21,3,0,0,76,0,0,0,17,2,0,1,0,0,0,0,0,48,4,1,0
7,1,0,7,15,1,0,164,0,0,0,17,2,0,1,0,0,0,0,0,12124,8223,1,0
58,0,0,58,34,0,0,144,0,0,0,19,2,0,1,0,0,0,0,0,120,67,3,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,263,3,1,0
0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,3774,2537,0,0
1,1,0,1,0,0,0,1,0,0,0,22,2,0,1,0,0,0,0,3,6224,2234,1,0
21,0,0,21,58,1,0,282,0,0,0,26,2,0,1,2,0,0,0,0,81543,213627,1,0
13,3,0,13,23,1,0,237,0,0,0,16,2,0,2,0,0,0,0,0,4199,394,1,0
26,1,0,26,18,0,0,180,0,0,0,17,2,0,1,0,0,0,0,0,1711,511,1,0
39,3,0,39,5,1,0,56,0,0,0,16,2,0,1,0,0,0,0,0,1643,748,1,0
13,0,0,13,35,0,0,67,0,0,0,24,2,0,1,0,0,0,0,0,6347,1739,3,0
17,1,0,17,55,1,0,600,0,0,0,27,2,0,1,0,0,0,0,0,3122,706,2,0
54,5,0,54,36,3,0,90,0,0,0,30,2,0,2,0,0,0,0,0,9943,244,4,0
1,0,0,1,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,274,132,0,0
8,1,0,8,5,1,0,266,0,0,0,16,2,0,1,0,0,0,0,0,4392,2106,2,0
15,0,0,15,103,0,0,169,0,0,0,17,2,0,1,0,0,0,0,0,369,29,1,0
17,127,0,17,312,2,0,604,0,0,0,18,2,0,1,0,0,0,0,0,698,30,2,0
17,1,0,17,30,1,0,138,0,0,0,25,2,0,1,0,0,0,0,0,2111,974,3,0
15,2,0,15,20,1,0,51,0,0,0,16,2,0,1,0,0,0,0,0,1861,123,0,0
17,9,0,17,30,1,0,128,0,0,0,20,2,0,1,0,0,0,0,0,408,413,1,0
31,50,0,31,96,0,0,338,0,0,0,18,2,0,2,0,0,0,0,0,292,7,1,0
19,1,0,19,9,0,0,75,0,0,0,15,2,0,1,0,0,0,0,0,865,353,2,0
4,1,0,4,0,0,0,1,0,0,0,27,2,0,1,0,0,0,0,0,105988,80769,1,0
13,0,0,13,0,0,0,2,0,0,0,30,2,0,1,0,0,0,0,0,1891,992,0,0
78,1,0,78,1,0,0,50,0,0,0,18,2,0,1,0,0,0,0,0,0,92,1,0
22,0,0,22,2,0,0,45,0,0,0,30,2,0,2,0,0,0,0,0,1,1,2,0
15,1,0,15,1,1,0,586,0,0,0,22,2,0,2,0,0,0,0,0,6282,8377,1,0
72,26,0,72,92,0,0,413,0,0,0,20,2,0,1,0,0,0,0,0,1368,311,2,0
10,0,0,10,28,0,0,172,0,0,0,20,2,0,1,0,0,0,0,0,102885,19105,2,0
0,0,0,0,0,0,0,0,0,0,0,27,2,0,1,0,0,0,0,0,1413,696,0,0
5,1,0,5,2,1,0,2,0,0,0,22,2,0,1,0,0,0,0,0,22863,32979,0,0
13,1,0,13,15,1,0,107,0,0,0,18,2,0,1,0,0,0,0,0,3155,0,3,0
4,0,0,4,44,0,0,121,0,0,0,15,2,0,1,0,0,0,0,0,5454,537,0,0
183,0,0,183,4,0,0,84,0,0,0,23,2,0,1,0,0,0,0,0,429,163,2,0
29,1,0,29,81,2,0,126,0,0,0,15,2,0,1,0,0,0,0,1,36551,4491,60,0
38,109,0,38,223,1,0,333,0,0,0,27,2,0,1,0,0,0,0,0,4283,147,3,0
13,0,0,13,13,1,0,75,0,0,0,22,2,0,1,0,0,0,0,0,2965,908,3,0
21,0,0,21,18,0,0,40,0,0,0,20,2,0,1,0,0,0,0,0,5431,1937,0,0
11,2,0,11,33,3,0,95,0,0,0,17,2,0,2,0,0,0,0,0,6264,8571,0,0
39,2,0,39,0,2,0,87,0,0,0,20,2,0,1,0,0,0,0,0,1360,415,1,0
43,4,0,43,58,3,0,189,0,0,0,17,2,0,1,0,0,0,0,0,84,5,1,0
0,0,0,0,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,1,332,93,0,0
17,94,0,17,208,0,0,585,0,0,0,22,2,0,1,0,0,0,0,0,737,251,4,0
4,0,0,4,1,0,0,323,0,0,0,25,2,0,2,0,0,0,0,0,11,8,1,0
11,0,0,11,28,0,0,267,0,0,0,17,2,0,2,0,0,0,0,0,78033,73794,1,0
36,276,0,36,550,1,0,440,0,0,0,20,2,0,1,0,0,0,0,0,299,169,1,0
1,0,0,1,1,0,0,1,0,0,0,28,2,0,2,0,0,0,0,0,1,1,0,0
0,0,0,0,2,0,0,2,0,0,0,17,2,0,1,0,0,0,0,0,242,4,0,0
29,1,0,29,6,1,0,195,0,0,0,24,2,0,1,0,0,0,0,0,179,157,1,0
13,1,0,13,118,2,0,461,0,0,0,15,2,0,1,0,0,0,0,0,1838,4,8,0
12,7,0,12,39,1,0,145,0,0,0,18,2,0,1,0,0,0,0,0,912,939,2,0
53,1,0,53,25,0,0,488,0,0,0,18,2,0,1,0,0,0,0,0,506,474,1,0
22,2,0,22,87,3,0,483,0,0,0,18,2,0,2,0,0,0,0,0,1934,39,1,0
27,1,0,27,11,2,0,305,0,0,0,29,2,0,1,0,0,0,0,0,670,506,2,0
34,0,0,34,16,1,0,178,0,0,0,18,2,0,2,0,0,0,0,0,34632,3595,0,0
29,1,0,29,68,4,0,473,0,0,0,17,2,0,2,0,0,0,0,0,555,67,2,0
16,1,0,16,6,0,0,43,0,0,0,12,2,0,1,0,0,0,0,0,258486,151895,1,0
8,1,0,8,0,0,0,0,0,0,0,19,2,0,2,0,0,0,0,0,592,48,0,0
41,0,0,41,1,0,0,406,0,0,0,19,2,0,1,0,0,0,0,0,375,153,3,0
28,0,0,28,14,0,0,98,0,0,0,26,2,0,1,0,0,0,0,0,322,373,3,0
9,0,0,9,6,0,0,189,0,0,0,21,2,0,1,0,0,0,0,0,153,13,1,0
8,0,0,8,0,0,0,124,0,0,0,17,2,0,1,0,0,0,0,0,3572,1558,1,0
0,0,0,0,0,0,0,1,0,0,0,15,2,0,1,0,0,0,0,0,45661,12497,2,0
16,1,0,16,15,2,0,259,0,0,0,15,2,0,1,0,0,0,0,0,423,62,2,0
5,0,0,5,1,0,0,49,0,0,0,15,2,0,1,0,0,0,0,0,548,401,1,0
14,0,0,14,17,0,0,185,0,4,0,15,2,0,1,0,0,0,0,0,3424,961,1,0
6,0,0,6,6,0,0,410,0,0,0,17,2,0,2,0,0,0,0,0,841607,0,0,0
6,0,0,6,1,0,0,28,0,0,0,20,2,0,2,0,0,0,0,0,324,20,1,0
11,54,0,11,72,1,0,244,0,0,0,18,2,0,1,0,0,0,0,0,3380,3304,1,0
38,0,0,38,79,1,0,291,0,9,0,17,2,0,1,0,0,0,0,0,43442,5299,1,0
118,6,0,118,101,3,0,465,0,0,0,19,2,0,1,0,0,0,0,0,1879,705,3,0
79,0,0,79,44,0,0,104,0,0,0,24,2,0,2,0,0,0,0,0,12,4,2,0
17,2,0,17,29,1,0,189,0,0,0,18,2,0,2,0,0,0,0,0,5165,487,1,0
8,0,0,8,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,1,4509,81,0,0
16,0,0,16,155,0,0,357,0,0,0,19,2,0,1,0,0,0,0,0,276,113,1,0
7,0,0,7,23,0,0,83,0,0,0,18,2,0,1,0,0,0,0,0,357486,74801,2,0
11,2,0,11,31,1,0,139,0,0,0,30,2,0,1,0,0,0,0,0,3443,1981,2,0
15,0,0,15,51,4,0,194,0,3,0,21,2,0,1,0,0,0,0,0,18144,5727,3,0
7,0,0,7,18,1,0,456,0,0,0,18,2,0,1,0,0,0,0,0,2198,909,1,0
22,52,0,22,61,2,0,85,0,0,0,23,2,0,1,0,0,0,0,0,403,345,0,0
47,41,0,47,91,3,0,287,0,0,0,15,2,0,1,0,0,0,0,0,1371,639,3,0
55,2,0,55,150,12,0,455,0,0,0,16,2,0,1,0,0,0,0,0,316,52,3,0
14,21,0,14,50,0,0,188,0,0,0,19,2,0,1,0,0,0,0,0,807,351,5,0
22,2,0,22,212,1,0,207,0,0,0,17,2,0,1,0,0,0,0,0,1317,3547,0,0
