Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,No of form,Output
32,2,0,32,5,1,0,61,0,1,0,51,5,0,3,1,0,0,0,0,5232844,0,3,1
16,0,0,16,0,0,0,2,0,0,0,82,8,0,2,2,0,0,0,1,0,0,0,1
32,1,0,32,29,1,0,91,0,0,0,101,5,0,3,5,0,0,0,6,0,0,3,1
1,0,0,1,0,0,0,0,0,0,0,18,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,144,5,1,3,0,1,3,2,24,7335438,0,0,1
1,0,0,1,0,0,0,0,0,0,0,84,7,0,1,4,2,0,0,42,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,51,3,0,5,0,0,0,0,4,1392,1159,0,1
0,0,0,0,0,0,0,0,0,0,0,36,3,0,3,0,0,0,0,5,17890,779,0,1
13,3,0,13,6,1,0,26,0,0,0,126,3,1,3,4,2,1,0,45,2089669,0,1,1
0,0,0,0,0,0,0,3,0,0,0,106,4,0,1,0,0,1,0,23,8298711,0,0,1
0,0,0,0,0,0,0,0,0,0,0,40,3,0,2,0,0,0,0,0,302170,111920,0,1
0,0,0,0,0,0,0,0,0,0,0,64,7,0,1,0,0,0,0,3,261102,74294,0,1
11,1,0,11,1,0,0,13,0,0,0,22,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,185,6,1,6,1,0,4,3,25,0,0,0,1
7,0,0,7,3,0,0,6,0,0,0,59,6,0,3,0,0,0,0,0,0,0,2,1
0,0,0,0,1,0,0,1,0,0,0,81,6,1,2,1,0,0,0,4,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,21,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,184,3,0,3,6,0,1,2,60,6855088,0,0,1
7,0,0,7,30,0,0,7,0,0,0,21,3,0,2,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,36,3,0,3,0,0,0,0,6,17890,779,0,1
0,0,0,0,0,0,0,0,0,0,0,186,6,1,7,3,3,2,3,38,0,0,0,1
4,0,0,4,0,0,0,0,0,0,0,37,3,0,2,0,0,0,0,3,6001,2145,0,1
5,0,0,5,0,0,0,5,0,0,0,40,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,40,4,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,82,4,1,2,1,0,1,0,21,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,52,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,152,3,0,3,6,0,1,2,55,6855088,0,0,1
0,0,0,0,0,0,0,0,0,0,0,151,6,1,2,1,0,1,0,60,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,41,4,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,91,6,0,1,3,0,1,0,28,0,0,0,1
30,1,0,30,29,0,0,89,0,0,0,52,3,0,2,0,0,0,0,0,0,0,3,1
2,0,0,2,5,0,0,4,0,0,0,126,3,2,3,0,4,5,3,17,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,149,3,0,3,7,0,1,2,53,6855088,0,0,1
0,0,0,0,0,0,0,0,0,0,0,189,8,1,2,2,1,3,2,42,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,45,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,57,0,0,0,1
12,0,0,12,0,0,0,1,0,0,0,68,5,0,1,0,0,0,0,24,6660907,0,0,1
19,0,0,19,2,0,0,18,0,0,0,74,6,0,3,4,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,58,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,181,7,1,2,1,0,1,0,80,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,145,3,0,3,6,0,1,2,54,6855088,0,0,1
0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,64,0,0,0,1
1,1,0,1,0,1,1,1,0,0,0,40,3,0,2,0,0,0,0,2,30758,49426,0,1
0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,84,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,90,5,0,1,3,0,1,0,32,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,4,0,5,0,0,0,0,20,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,13,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,62,0,0,0,1
2,0,0,2,2,0,0,3,0,0,0,64,4,0,3,0,0,0,0,2,61171,1455,1,1
0,0,0,0,0,0,0,0,0,0,0,174,3,0,3,6,2,0,2,57,6855088,0,0,1
0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,13,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,68,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,42,3,0,2,0,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,91,6,0,1,3,0,1,0,32,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,115,5,1,2,1,0,1,0,44,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,84,4,1,2,1,0,1,0,21,0,0,0,1
28,0,0,28,0,0,0,1,0,0,0,116,7,2,5,3,2,2,1,7,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,82,5,0,1,4,0,0,0,35,0,0,0,1
14,1,0,14,2,0,0,31,0,0,0,64,7,0,2,0,0,0,0,6,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,41,0,0,0,1
2,0,0,2,1,0,0,2,0,0,0,163,3,1,8,4,0,3,2,36,104717,36397,0,1
0,0,0,0,0,0,0,1,0,0,0,49,3,0,4,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,378,5,1,2,0,0,2,1,29,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,0,1179626,0,0,1
0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,36,0,0,0,1
24,0,0,24,4,0,0,42,0,1,0,256,5,1,2,5,3,3,0,48,3061300,0,0,1
15,1,0,15,13,0,0,64,0,0,0,97,4,0,3,2,1,0,0,35,1728,1206,0,1
15,0,0,15,0,0,0,1,0,0,0,28,3,0,3,0,0,0,0,2,0,0,0,1
27,1,0,27,4,0,0,23,0,1,0,65,4,0,1,0,0,0,0,22,0,0,2,1
12,0,0,12,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,24,6660907,0,0,1
1,1,0,1,0,1,1,1,0,0,0,54,5,0,3,0,0,0,0,4,30758,49426,0,1
0,0,0,0,0,0,0,0,0,0,0,90,5,0,1,3,0,1,0,27,0,0,0,1
7,0,0,7,1,0,0,24,0,0,0,69,6,0,2,2,0,0,0,0,0,0,1,1
0,0,0,0,1,0,0,4,0,0,0,64,5,1,5,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,117,5,1,2,1,0,1,0,44,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,84,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,115,8,0,2,6,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,56,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,34,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,35,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,41,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,183,7,1,2,1,0,1,0,84,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,184,7,1,2,1,0,1,0,76,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,95,10,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,148,3,0,3,6,0,1,2,45,6855088,0,0,1
2,0,0,2,0,0,0,1,0,0,0,33,3,1,1,0,0,1,0,2,6982767,0,1,1
0,0,0,0,0,0,0,0,0,0,0,37,4,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,55,4,0,4,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,190,8,1,2,2,1,3,2,44,0,0,0,1
15,0,0,15,0,0,0,1,0,0,0,33,3,0,4,0,0,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,75,8,0,3,1,0,0,0,0,253796,39288,0,1
0,0,0,0,0,0,0,0,0,0,0,118,5,1,2,1,0,1,0,41,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,48,4,0,4,0,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,36,3,0,3,1,0,0,0,4,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,146,3,0,3,6,0,1,2,51,6855088,0,0,1
27,1,0,27,4,0,0,23,0,1,0,66,5,0,1,0,0,0,0,22,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,63,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,80,8,0,2,1,0,0,0,1,0,0,0,1
15,0,0,15,0,0,0,2,0,0,0,135,3,0,3,2,0,0,0,8,0,0,0,1
1,1,0,1,0,1,1,1,0,0,0,144,3,0,3,2,0,0,0,10,30758,49426,0,1
0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,70,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,63,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,150,6,1,2,1,0,1,0,63,0,0,0,1
2,0,0,2,2,0,0,3,0,0,0,64,4,0,3,0,0,0,0,2,61171,1455,1,1
15,0,0,15,2,0,0,48,0,1,0,51,4,0,1,0,0,0,0,7,0,0,0,1
15,0,0,15,0,0,0,2,0,0,0,105,3,0,3,2,0,0,0,10,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,69,5,0,1,5,0,0,0,21,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,51,0,0,0,1
5,0,0,5,3,0,0,22,0,0,0,34,3,0,2,0,0,0,0,0,1280393,0,0,1
0,0,0,0,0,0,0,0,0,0,0,155,3,0,3,6,0,1,2,59,6855088,0,0,1
0,0,0,0,0,0,0,0,0,0,0,37,6,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,57,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,151,6,1,2,1,0,1,0,51,0,0,0,1
15,0,0,15,0,0,0,2,0,0,0,31,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,117,5,1,2,1,0,1,0,44,0,0,0,1
12,0,0,12,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,24,6660907,0,0,1
2,0,0,2,5,0,0,4,0,0,0,44,3,0,3,0,0,0,0,5,6001,2145,0,1
5,1,0,5,0,0,0,1,0,0,0,107,9,1,2,0,3,1,0,11,6100626,0,0,1
10,0,0,10,16,0,0,63,0,0,0,50,3,0,4,0,0,0,0,2,0,0,1,1
4,1,0,4,0,0,0,1,0,0,0,38,3,0,2,1,0,0,0,3,4255,1914,0,1
0,0,0,0,0,0,0,0,0,0,0,84,6,0,2,1,1,0,0,0,0,0,0,1
1,0,0,1,3,0,0,2,0,0,0,37,4,0,2,0,0,0,0,1,307132,30533,1,1
24,0,0,24,4,0,0,42,0,1,0,252,5,1,2,5,3,1,0,45,3061300,0,0,1
2,0,0,2,5,0,0,4,0,0,0,31,3,0,2,0,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,20,0,0,0,1
12,0,0,12,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,19,6660907,0,0,1
2,0,0,2,5,0,0,4,0,0,0,135,6,1,4,1,0,7,6,17,6001,2145,0,1
5,1,0,5,0,0,0,1,0,0,0,113,9,1,2,0,3,0,0,11,6100626,0,0,1
12,0,0,12,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,24,6660907,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,163,3,0,3,7,0,1,2,51,6855088,0,0,1
25,1,0,25,22,1,0,30,0,0,0,78,3,0,7,3,0,0,0,11,104717,36397,1,1
0,0,0,0,0,0,0,1,0,0,0,54,3,0,5,2,0,0,0,6,0,0,0,1
4,0,0,4,3,4,0,55,0,0,0,50,4,0,3,0,0,0,0,3,0,0,6,1
12,0,0,12,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,21,6660907,0,0,1
2,0,0,2,0,0,0,1,0,0,0,125,10,1,1,3,0,3,0,6,0,0,0,1
5,1,0,5,0,0,0,1,0,0,0,103,5,0,2,0,0,0,0,21,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,19,0,0,0,1
12,0,0,12,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,24,6660907,0,0,1
12,0,0,12,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,19,6660907,0,0,1
0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,1,4,2,51,0,0,0,1
35,2,0,35,5,1,0,52,0,0,0,232,8,1,3,2,1,3,2,86,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,46,6,0,2,0,0,0,0,0,7331405,0,0,1
1,0,0,1,0,0,0,0,0,0,0,37,3,0,3,2,0,0,0,6,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,188,6,2,4,1,0,3,1,36,6001,2145,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,54,3,0,2,0,0,0,0,19,0,0,0,1
2,0,0,2,1,1,0,12,0,0,0,168,9,2,4,0,1,5,5,12,5261646,0,1,1
36,0,0,36,2,1,0,35,0,0,0,40,5,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,43,4,0,2,1,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,53,3,0,2,0,0,0,0,5,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,40,5,0,2,0,0,0,0,4,0,0,0,1
12,0,0,12,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,21,6660907,0,0,1
27,1,0,27,4,0,0,23,0,1,0,66,5,0,1,0,0,0,0,21,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,190,8,1,2,2,1,3,2,43,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,24,4,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,65,6,0,2,0,0,0,0,12,6429140,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,33,4,0,1,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,1,1,0,0,0,135,3,0,4,1,0,1,0,18,30758,49426,0,1
2,0,0,2,5,0,0,4,0,0,0,43,3,0,2,0,0,0,0,3,6001,2145,0,1
2,0,0,2,5,0,0,4,0,0,0,55,3,0,2,2,0,0,0,8,6001,2145,0,1
3,0,0,3,0,1,0,13,0,0,0,26,4,0,1,1,0,0,0,0,0,0,0,1
12,1,0,12,8,0,0,51,0,0,0,138,10,0,1,0,0,1,0,27,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,57,6,0,1,0,0,0,0,12,6429140,0,0,1
0,0,0,0,0,0,0,0,0,0,0,189,8,1,2,2,1,3,2,45,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,48,3,0,2,0,0,0,0,7,6001,2145,0,1
12,0,0,12,0,0,0,1,0,0,0,68,5,0,1,0,0,0,0,19,6660907,0,0,1
27,1,0,27,4,0,0,23,0,1,0,65,4,0,1,0,0,0,0,21,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,41,5,0,1,0,0,0,0,0,6429140,0,0,1
0,0,0,0,0,0,0,0,0,0,0,82,4,1,2,1,0,1,0,22,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,54,3,0,4,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,55,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,20,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,42,3,0,2,1,0,0,0,3,6001,2145,0,1
2,0,0,2,5,0,0,4,0,0,0,34,3,0,2,0,0,0,0,7,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,144,5,1,2,0,6,4,3,18,0,0,0,1
12,0,0,12,0,0,0,1,0,0,0,68,5,0,1,0,0,0,0,24,6660907,0,0,1
5,1,0,5,0,0,0,1,0,0,0,98,4,0,1,0,0,0,0,10,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,92,3,1,8,2,0,0,0,9,0,0,0,1
1,1,0,1,0,1,1,1,0,0,0,41,3,0,2,0,0,0,0,0,30758,49426,0,1
10,0,0,10,16,0,0,63,0,0,0,45,3,0,3,1,0,0,0,0,0,0,1,1
6,0,0,6,3,0,0,20,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,192,6,2,4,1,0,3,1,36,6001,2145,0,1
15,3,0,15,6,0,0,50,0,0,0,96,3,1,3,0,2,1,0,26,2089669,0,3,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,60,6,0,2,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
5,1,0,5,0,0,0,1,0,0,0,134,9,2,2,0,3,1,0,11,6100626,0,0,1
6,0,0,6,3,0,0,20,0,0,0,31,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,168,3,0,3,6,0,1,2,54,6855088,0,0,1
0,0,0,0,0,0,0,0,0,0,0,62,7,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,114,8,1,1,1,0,3,0,6,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,40,3,0,2,0,0,0,0,9,6001,2145,0,1
14,3,0,14,5,3,0,27,0,0,0,126,3,1,3,4,2,1,0,39,2089669,0,1,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2,0,0,0,80,7,0,1,1,0,0,0,18,0,0,0,1
36,0,0,36,2,1,0,35,0,0,0,39,4,0,1,0,0,0,0,0,0,0,1,1
5,1,0,5,5,4,0,83,0,0,0,50,4,0,3,0,0,0,0,2,0,0,7,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
7,0,0,7,0,0,0,1,0,0,0,46,4,0,3,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,26,3,0,2,0,0,0,0,0,876776,0,0,1
0,0,0,0,0,0,0,0,0,0,0,84,4,1,2,1,0,1,0,22,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,61,7,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,50,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,32,3,0,2,0,0,0,0,2,0,0,0,1
12,0,0,12,0,0,0,16,0,0,0,30,3,0,2,0,0,0,0,0,7908522,0,2,1
0,0,0,0,0,0,0,0,0,0,0,42,5,0,2,0,0,0,0,1,4379768,18305,0,1
0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,19,0,0,0,1
12,1,0,12,8,0,0,51,0,0,0,203,10,1,1,0,2,4,2,49,0,0,1,1
2,0,0,2,5,0,0,4,0,0,0,38,3,0,2,0,0,0,0,5,6001,2145,0,1
10,0,0,10,16,0,0,63,0,0,0,41,3,0,3,0,0,0,0,2,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,105,10,0,3,1,0,0,0,3,27660,10110,0,1
0,0,0,0,0,0,0,0,0,0,0,63,6,0,3,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,65,4,0,3,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,43,3,0,4,0,0,0,0,0,1499184,0,1,1
3,0,0,3,1,0,0,3,0,0,0,41,5,0,2,0,0,0,0,3,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,33,3,0,3,0,0,0,0,0,2629223,0,1,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,34,3,0,3,0,0,0,0,0,1499184,0,1,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,62,3,0,4,2,0,0,0,0,4868913,0,1,1
0,0,0,0,0,0,0,0,0,0,0,42,4,1,4,0,0,1,0,12,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,64,4,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,56,3,0,2,0,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,116,7,0,3,6,0,0,0,6,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,64,4,0,4,2,0,0,0,0,0,0,0,1
42,1,0,42,38,1,0,290,0,1,0,83,3,1,2,0,3,3,2,6,3281426,0,2,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,30,4,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,35,3,0,3,0,0,0,0,0,2712422,0,1,1
0,0,0,0,0,0,0,1,0,0,0,65,4,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,35,5,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,5,2,0,0,0,6,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,64,4,0,4,2,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,53,3,0,3,2,0,0,0,0,4868913,0,1,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,64,4,0,4,2,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,51,3,0,3,1,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,1,0,0,0,65,4,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,64,4,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,48,6,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
12,0,0,12,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,24,6660907,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,64,4,0,4,2,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,4,0,0,0,44,3,0,2,0,0,0,0,6,6001,2145,0,1
12,0,0,12,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,19,6660907,0,0,1
0,0,0,0,0,0,0,1,0,0,0,65,4,0,4,2,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,46,3,0,4,0,0,0,0,0,2265382,0,1,1
0,0,0,0,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,1
